i,j,x,y,ux,uy
0,0,0.000000,0.000000,0.00000000e+00,0.00000000e+00
1,0,0.007812,0.000000,0.00000000e+00,0.00000000e+00
2,0,0.015625,0.000000,0.00000000e+00,0.00000000e+00
3,0,0.023438,0.000000,0.00000000e+00,0.00000000e+00
4,0,0.031250,0.000000,0.00000000e+00,0.00000000e+00
5,0,0.039062,0.000000,0.00000000e+00,0.00000000e+00
6,0,0.046875,0.000000,0.00000000e+00,0.00000000e+00
7,0,0.054688,0.000000,0.00000000e+00,0.00000000e+00
8,0,0.062500,0.000000,0.00000000e+00,0.00000000e+00
9,0,0.070312,0.000000,0.00000000e+00,0.00000000e+00
10,0,0.078125,0.000000,0.00000000e+00,0.00000000e+00
11,0,0.085938,0.000000,0.00000000e+00,0.00000000e+00
12,0,0.093750,0.000000,0.00000000e+00,0.00000000e+00
13,0,0.101562,0.000000,0.00000000e+00,0.00000000e+00
14,0,0.109375,0.000000,0.00000000e+00,0.00000000e+00
15,0,0.117188,0.000000,0.00000000e+00,0.00000000e+00
16,0,0.125000,0.000000,0.00000000e+00,0.00000000e+00
17,0,0.132812,0.000000,0.00000000e+00,0.00000000e+00
18,0,0.140625,0.000000,0.00000000e+00,0.00000000e+00
19,0,0.148438,0.000000,0.00000000e+00,0.00000000e+00
20,0,0.156250,0.000000,0.00000000e+00,0.00000000e+00
21,0,0.164062,0.000000,0.00000000e+00,0.00000000e+00
22,0,0.171875,0.000000,0.00000000e+00,0.00000000e+00
23,0,0.179688,0.000000,0.00000000e+00,0.00000000e+00
24,0,0.187500,0.000000,0.00000000e+00,0.00000000e+00
25,0,0.195312,0.000000,0.00000000e+00,0.00000000e+00
26,0,0.203125,0.000000,0.00000000e+00,0.00000000e+00
27,0,0.210938,0.000000,0.00000000e+00,0.00000000e+00
28,0,0.218750,0.000000,0.00000000e+00,0.00000000e+00
29,0,0.226562,0.000000,0.00000000e+00,0.00000000e+00
30,0,0.234375,0.000000,0.00000000e+00,0.00000000e+00
31,0,0.242188,0.000000,0.00000000e+00,0.00000000e+00
32,0,0.250000,0.000000,0.00000000e+00,0.00000000e+00
33,0,0.257812,0.000000,0.00000000e+00,0.00000000e+00
34,0,0.265625,0.000000,0.00000000e+00,0.00000000e+00
35,0,0.273438,0.000000,0.00000000e+00,0.00000000e+00
36,0,0.281250,0.000000,0.00000000e+00,0.00000000e+00
37,0,0.289062,0.000000,0.00000000e+00,0.00000000e+00
38,0,0.296875,0.000000,0.00000000e+00,0.00000000e+00
39,0,0.304688,0.000000,0.00000000e+00,0.00000000e+00
40,0,0.312500,0.000000,0.00000000e+00,0.00000000e+00
41,0,0.320312,0.000000,0.00000000e+00,0.00000000e+00
42,0,0.328125,0.000000,0.00000000e+00,0.00000000e+00
43,0,0.335938,0.000000,0.00000000e+00,0.00000000e+00
44,0,0.343750,0.000000,0.00000000e+00,0.00000000e+00
45,0,0.351562,0.000000,0.00000000e+00,0.00000000e+00
46,0,0.359375,0.000000,0.00000000e+00,0.00000000e+00
47,0,0.367188,0.000000,0.00000000e+00,0.00000000e+00
48,0,0.375000,0.000000,0.00000000e+00,0.00000000e+00
49,0,0.382812,0.000000,0.00000000e+00,0.00000000e+00
50,0,0.390625,0.000000,0.00000000e+00,0.00000000e+00
51,0,0.398438,0.000000,0.00000000e+00,0.00000000e+00
52,0,0.406250,0.000000,0.00000000e+00,0.00000000e+00
53,0,0.414062,0.000000,0.00000000e+00,0.00000000e+00
54,0,0.421875,0.000000,0.00000000e+00,0.00000000e+00
55,0,0.429688,0.000000,0.00000000e+00,0.00000000e+00
56,0,0.437500,0.000000,0.00000000e+00,0.00000000e+00
57,0,0.445312,0.000000,0.00000000e+00,0.00000000e+00
58,0,0.453125,0.000000,0.00000000e+00,0.00000000e+00
59,0,0.460938,0.000000,0.00000000e+00,0.00000000e+00
60,0,0.468750,0.000000,0.00000000e+00,0.00000000e+00
61,0,0.476562,0.000000,0.00000000e+00,0.00000000e+00
62,0,0.484375,0.000000,0.00000000e+00,0.00000000e+00
63,0,0.492188,0.000000,0.00000000e+00,0.00000000e+00
64,0,0.500000,0.000000,0.00000000e+00,0.00000000e+00
65,0,0.507812,0.000000,0.00000000e+00,0.00000000e+00
66,0,0.515625,0.000000,0.00000000e+00,0.00000000e+00
67,0,0.523438,0.000000,0.00000000e+00,0.00000000e+00
68,0,0.531250,0.000000,0.00000000e+00,0.00000000e+00
69,0,0.539062,0.000000,0.00000000e+00,0.00000000e+00
70,0,0.546875,0.000000,0.00000000e+00,0.00000000e+00
71,0,0.554688,0.000000,0.00000000e+00,0.00000000e+00
72,0,0.562500,0.000000,0.00000000e+00,0.00000000e+00
73,0,0.570312,0.000000,0.00000000e+00,0.00000000e+00
74,0,0.578125,0.000000,0.00000000e+00,0.00000000e+00
75,0,0.585938,0.000000,0.00000000e+00,0.00000000e+00
76,0,0.593750,0.000000,0.00000000e+00,0.00000000e+00
77,0,0.601562,0.000000,0.00000000e+00,0.00000000e+00
78,0,0.609375,0.000000,0.00000000e+00,0.00000000e+00
79,0,0.617188,0.000000,0.00000000e+00,0.00000000e+00
80,0,0.625000,0.000000,0.00000000e+00,0.00000000e+00
81,0,0.632812,0.000000,0.00000000e+00,0.00000000e+00
82,0,0.640625,0.000000,0.00000000e+00,0.00000000e+00
83,0,0.648438,0.000000,0.00000000e+00,0.00000000e+00
84,0,0.656250,0.000000,0.00000000e+00,0.00000000e+00
85,0,0.664062,0.000000,0.00000000e+00,0.00000000e+00
86,0,0.671875,0.000000,0.00000000e+00,0.00000000e+00
87,0,0.679688,0.000000,0.00000000e+00,0.00000000e+00
88,0,0.687500,0.000000,0.00000000e+00,0.00000000e+00
89,0,0.695312,0.000000,0.00000000e+00,0.00000000e+00
90,0,0.703125,0.000000,0.00000000e+00,0.00000000e+00
91,0,0.710938,0.000000,0.00000000e+00,0.00000000e+00
92,0,0.718750,0.000000,0.00000000e+00,0.00000000e+00
93,0,0.726562,0.000000,0.00000000e+00,0.00000000e+00
94,0,0.734375,0.000000,0.00000000e+00,0.00000000e+00
95,0,0.742188,0.000000,0.00000000e+00,0.00000000e+00
96,0,0.750000,0.000000,0.00000000e+00,0.00000000e+00
97,0,0.757812,0.000000,0.00000000e+00,0.00000000e+00
98,0,0.765625,0.000000,0.00000000e+00,0.00000000e+00
99,0,0.773438,0.000000,0.00000000e+00,0.00000000e+00
100,0,0.781250,0.000000,0.00000000e+00,0.00000000e+00
101,0,0.789062,0.000000,0.00000000e+00,0.00000000e+00
102,0,0.796875,0.000000,0.00000000e+00,0.00000000e+00
103,0,0.804688,0.000000,0.00000000e+00,0.00000000e+00
104,0,0.812500,0.000000,0.00000000e+00,0.00000000e+00
105,0,0.820312,0.000000,0.00000000e+00,0.00000000e+00
106,0,0.828125,0.000000,0.00000000e+00,0.00000000e+00
107,0,0.835938,0.000000,0.00000000e+00,0.00000000e+00
108,0,0.843750,0.000000,0.00000000e+00,0.00000000e+00
109,0,0.851562,0.000000,0.00000000e+00,0.00000000e+00
110,0,0.859375,0.000000,0.00000000e+00,0.00000000e+00
111,0,0.867188,0.000000,0.00000000e+00,0.00000000e+00
112,0,0.875000,0.000000,0.00000000e+00,0.00000000e+00
113,0,0.882812,0.000000,0.00000000e+00,0.00000000e+00
114,0,0.890625,0.000000,0.00000000e+00,0.00000000e+00
115,0,0.898438,0.000000,0.00000000e+00,0.00000000e+00
116,0,0.906250,0.000000,0.00000000e+00,0.00000000e+00
117,0,0.914062,0.000000,0.00000000e+00,0.00000000e+00
118,0,0.921875,0.000000,0.00000000e+00,0.00000000e+00
119,0,0.929688,0.000000,0.00000000e+00,0.00000000e+00
120,0,0.937500,0.000000,0.00000000e+00,0.00000000e+00
121,0,0.945312,0.000000,0.00000000e+00,0.00000000e+00
122,0,0.953125,0.000000,0.00000000e+00,0.00000000e+00
123,0,0.960938,0.000000,0.00000000e+00,0.00000000e+00
124,0,0.968750,0.000000,0.00000000e+00,0.00000000e+00
125,0,0.976562,0.000000,0.00000000e+00,0.00000000e+00
126,0,0.984375,0.000000,0.00000000e+00,0.00000000e+00
127,0,0.992188,0.000000,0.00000000e+00,0.00000000e+00
128,0,1.000000,0.000000,0.00000000e+00,0.00000000e+00
0,1,0.000000,0.007812,0.00000000e+00,0.00000000e+00
1,1,0.007812,0.007812,-4.52503542e-07,-2.10609687e-06
2,1,0.015625,0.007812,1.48972435e-06,-2.05768174e-06
3,1,0.023438,0.007812,3.91983986e-06,-1.74856518e-06
4,1,0.031250,0.007812,6.13208886e-06,-1.33330570e-06
5,1,0.039062,0.007812,7.69259259e-06,-8.64043329e-07
6,1,0.046875,0.007812,8.33878403e-06,-2.99808875e-07
7,1,0.054688,0.007812,7.98127166e-06,2.60704155e-07
8,1,0.062500,0.007812,6.52507333e-06,8.77086109e-07
9,1,0.070312,0.007812,3.92548691e-06,1.46553987e-06
10,1,0.078125,0.007812,2.25325266e-07,2.07820653e-06
11,1,0.085938,0.007812,-4.45251862e-06,2.65177187e-06
12,1,0.093750,0.007812,-1.01657879e-05,3.19554715e-06
13,1,0.101562,0.007812,-1.69182185e-05,3.70022030e-06
14,1,0.109375,0.007812,-2.46129821e-05,4.16765170e-06
15,1,0.117188,0.007812,-3.31662995e-05,4.61274112e-06
16,1,0.125000,0.007812,-4.25669896e-05,5.00382794e-06
17,1,0.132812,0.007812,-5.27163684e-05,5.37070810e-06
18,1,0.140625,0.007812,-6.35995457e-05,5.72455474e-06
19,1,0.148438,0.007812,-7.51252446e-05,6.02998307e-06
20,1,0.156250,0.007812,-8.72264645e-05,6.33355103e-06
21,1,0.164062,0.007812,-9.98752075e-05,6.60732076e-06
22,1,0.171875,0.007812,-1.12911337e-04,6.81591109e-06
23,1,0.179688,0.007812,-1.26446685e-04,6.98725989e-06
24,1,0.187500,0.007812,-1.40428921e-04,7.15674059e-06
25,1,0.195312,0.007812,-1.54638372e-04,7.33553179e-06
26,1,0.203125,0.007812,-1.69104853e-04,7.46217847e-06
27,1,0.210938,0.007812,-1.83869313e-04,7.54412986e-06
28,1,0.218750,0.007812,-1.98786409e-04,7.62421496e-06
29,1,0.226562,0.007812,-2.13837586e-04,7.67450183e-06
30,1,0.234375,0.007812,-2.29035824e-04,7.72292424e-06
31,1,0.242188,0.007812,-2.44325231e-04,7.78251797e-06
32,1,0.250000,0.007812,-2.59670487e-04,7.83093674e-06
33,1,0.257812,0.007812,-2.74991384e-04,7.85327848e-06
34,1,0.265625,0.007812,-2.90250784e-04,7.85327302e-06
35,1,0.273438,0.007812,-3.05469061e-04,7.81601830e-06
36,1,0.281250,0.007812,-3.20584804e-04,7.75827630e-06
37,1,0.289062,0.007812,-3.35555174e-04,7.64094057e-06
38,1,0.296875,0.007812,-3.50443443e-04,7.55526116e-06
39,1,0.304688,0.007812,-3.65160173e-04,7.43419560e-06
40,1,0.312500,0.007812,-3.79606674e-04,7.32244007e-06
41,1,0.320312,0.007812,-3.93851951e-04,7.19764830e-06
42,1,0.328125,0.007812,-4.07856744e-04,7.09706319e-06
43,1,0.335938,0.007812,-4.21527977e-04,6.91081368e-06
44,1,0.343750,0.007812,-4.34899179e-04,6.71152793e-06
45,1,0.351562,0.007812,-4.47929400e-04,6.48617061e-06
46,1,0.359375,0.007812,-4.60508658e-04,6.31109287e-06
47,1,0.367188,0.007812,-4.72642656e-04,6.08014898e-06
48,1,0.375000,0.007812,-4.84390970e-04,5.88645025e-06
49,1,0.382812,0.007812,-4.95638000e-04,5.62012428e-06
50,1,0.390625,0.007812,-5.06266544e-04,5.37428423e-06
51,1,0.398438,0.007812,-5.16339904e-04,5.08561561e-06
52,1,0.406250,0.007812,-5.25860058e-04,4.80439894e-06
53,1,0.414062,0.007812,-5.34910767e-04,4.47290586e-06
54,1,0.421875,0.007812,-5.43249596e-04,4.13024100e-06
55,1,0.429688,0.007812,-5.50845405e-04,3.76337357e-06
56,1,0.437500,0.007812,-5.57770603e-04,3.39278563e-06
57,1,0.445312,0.007812,-5.63967566e-04,3.02034050e-06
58,1,0.453125,0.007812,-5.69432450e-04,2.62183016e-06
59,1,0.460938,0.007812,-5.74107748e-04,2.20656693e-06
60,1,0.468750,0.007812,-5.77985775e-04,1.78199855e-06
61,1,0.476562,0.007812,-5.81057509e-04,1.39281599e-06
62,1,0.484375,0.007812,-5.83285524e-04,9.40329642e-07
63,1,0.492188,0.007812,-5.84649562e-04,4.74816204e-07
64,1,0.500000,0.007812,-5.85095549e-04,2.04821067e-08
65,1,0.507812,0.007812,-5.84632799e-04,-4.22672770e-07
66,1,0.515625,0.007812,-5.83248388e-04,-8.90026286e-07
67,1,0.523438,0.007812,-5.80955297e-04,-1.34806237e-06
68,1,0.531250,0.007812,-5.77727682e-04,-1.81912503e-06
69,1,0.539062,0.007812,-5.73649246e-04,-2.28087060e-06
70,1,0.546875,0.007812,-5.68621093e-04,-2.75750381e-06
71,1,0.554688,0.007812,-5.62632515e-04,-3.21923494e-06
72,1,0.562500,0.007812,-5.55759703e-04,-3.71819738e-06
73,1,0.570312,0.007812,-5.47974836e-04,-4.17246838e-06
74,1,0.578125,0.007812,-5.39290777e-04,-4.63604147e-06
75,1,0.585938,0.007812,-5.29743091e-04,-5.06423430e-06
76,1,0.593750,0.007812,-5.19350288e-04,-5.53896689e-06
77,1,0.601562,0.007812,-5.08090248e-04,-5.92060451e-06
78,1,0.609375,0.007812,-4.96052206e-04,-6.31154717e-06
79,1,0.617188,0.007812,-4.83158074e-04,-6.71365797e-06
80,1,0.625000,0.007812,-4.69631312e-04,-7.06177525e-06
81,1,0.632812,0.007812,-4.55522037e-04,-7.44526324e-06
82,1,0.640625,0.007812,-4.40672011e-04,-7.79523725e-06
83,1,0.648438,0.007812,-4.25189413e-04,-8.04840056e-06
84,1,0.656250,0.007812,-4.09170927e-04,-8.30342742e-06
85,1,0.664062,0.007812,-3.92672402e-04,-8.52680478e-06
86,1,0.671875,0.007812,-3.75764590e-04,-8.74459965e-06
87,1,0.679688,0.007812,-3.58449237e-04,-8.92515982e-06
88,1,0.687500,0.007812,-3.40784260e-04,-9.09455594e-06
89,1,0.695312,0.007812,-3.22868174e-04,-9.22485833e-06
90,1,0.703125,0.007812,-3.04691668e-04,-9.29745147e-06
91,1,0.710938,0.007812,-2.86459515e-04,-9.32164494e-06
92,1,0.718750,0.007812,-2.68257281e-04,-9.34584023e-06
93,1,0.726562,0.007812,-2.50030920e-04,-9.31977320e-06
94,1,0.734375,0.007812,-2.31823360e-04,-9.24344477e-06
95,1,0.742188,0.007812,-2.13792795e-04,-9.13919666e-06
96,1,0.750000,0.007812,-1.96073175e-04,-9.00330360e-06
97,1,0.757812,0.007812,-1.78634669e-04,-8.86927228e-06
98,1,0.765625,0.007812,-1.61479198e-04,-8.67567178e-06
99,1,0.773438,0.007812,-1.44794743e-04,-8.42249938e-06
100,1,0.781250,0.007812,-1.28579355e-04,-8.15070689e-06
101,1,0.789062,0.007812,-1.12969050e-04,-7.82306870e-06
102,1,0.796875,0.007812,-9.80530604e-05,-7.47122340e-06
103,1,0.804688,0.007812,-8.37532352e-05,-7.08959033e-06
104,1,0.812500,0.007812,-7.01328900e-05,-6.68747907e-06
105,1,0.820312,0.007812,-5.73465113e-05,-6.25743860e-06
106,1,0.828125,0.007812,-4.54313376e-05,-5.84415102e-06
107,1,0.835938,0.007812,-3.44004184e-05,-5.38431641e-06
108,1,0.843750,0.007812,-2.42984352e-05,-4.85000555e-06
109,1,0.851562,0.007812,-1.51440108e-05,-4.31941316e-06
110,1,0.859375,0.007812,-6.96509005e-06,-3.83349925e-06
111,1,0.867188,0.007812,1.54532358e-07,-3.28986357e-06
112,1,0.875000,0.007812,6.28372709e-06,-2.72387933e-06
113,1,0.882812,0.007812,1.14001368e-05,-2.17650813e-06
114,1,0.890625,0.007812,1.54348545e-05,-1.64030246e-06
115,1,0.898438,0.007812,1.84250966e-05,-1.11898578e-06
116,1,0.906250,0.007812,2.04118114e-05,-6.34901767e-07
117,1,0.914062,0.007812,2.14210468e-05,-1.00542067e-07
118,1,0.921875,0.007812,2.14974680e-05,3.77965193e-07
119,1,0.929688,0.007812,2.07658140e-05,8.17375849e-07
120,1,0.937500,0.007812,1.92763546e-05,1.21396533e-06
121,1,0.945312,0.007812,1.70625917e-05,1.53608016e-06
122,1,0.953125,0.007812,1.43125735e-05,1.73158492e-06
123,1,0.960938,0.007812,1.12571843e-05,1.78558378e-06
124,1,0.968750,0.007812,8.26135783e-06,1.64780295e-06
125,1,0.976562,0.007812,5.63418598e-06,1.15439366e-06
126,1,0.984375,0.007812,3.62703122e-06,1.39644428e-07
127,1,0.992188,0.007812,2.32181947e-06,-1.47464391e-06
128,1,1.000000,0.007812,0.00000000e+00,0.00000000e+00
0,2,0.000000,0.015625,0.00000000e+00,0.00000000e+00
1,2,0.007812,0.015625,6.48029925e-07,-3.68334258e-06
2,2,0.015625,0.015625,3.01296677e-06,-4.51200140e-06
3,2,0.023438,0.015625,5.66281733e-06,-4.29785678e-06
4,2,0.031250,0.015625,7.81734070e-06,-3.24946632e-06
5,2,0.039062,0.015625,8.96072197e-06,-1.72249952e-06
6,2,0.046875,0.015625,8.64789945e-06,1.04281298e-07
7,2,0.054688,0.015625,6.59953412e-06,2.12473719e-06
8,2,0.062500,0.015625,2.68339636e-06,4.28486828e-06
9,2,0.070312,0.015625,-3.26813120e-06,6.45432601e-06
10,2,0.078125,0.015625,-1.11452009e-05,8.59586453e-06
11,2,0.085938,0.015625,-2.09031477e-05,1.06796933e-05
12,2,0.093750,0.015625,-3.25364017e-05,1.26611149e-05
13,2,0.101562,0.015625,-4.60356787e-05,1.45755130e-05
14,2,0.109375,0.015625,-6.12501462e-05,1.63539808e-05
15,2,0.117188,0.015625,-7.81016352e-05,1.79927993e-05
16,2,0.125000,0.015625,-9.65435611e-05,1.95403736e-05
17,2,0.132812,0.015625,-1.16348761e-04,2.09799473e-05
18,2,0.140625,0.015625,-1.37561961e-04,2.22929011e-05
19,2,0.148438,0.015625,-1.60002441e-04,2.35034258e-05
20,2,0.156250,0.015625,-1.83489625e-04,2.46040836e-05
21,2,0.164062,0.015625,-2.08021680e-04,2.56358453e-05
22,2,0.171875,0.015625,-2.33473693e-04,2.65074414e-05
23,2,0.179688,0.015625,-2.59741500e-04,2.72412344e-05
24,2,0.187500,0.015625,-2.86731869e-04,2.78949447e-05
25,2,0.195312,0.015625,-3.14320088e-04,2.85020942e-05
26,2,0.203125,0.015625,-3.42455780e-04,2.90198459e-05
27,2,0.210938,0.015625,-3.71062633e-04,2.94035090e-05
28,2,0.218750,0.015625,-4.00019548e-04,2.97126717e-05
29,2,0.226562,0.015625,-4.29237087e-04,2.99920321e-05
30,2,0.234375,0.015625,-4.58735798e-04,3.02024800e-05
31,2,0.242188,0.015625,-4.88355348e-04,3.03626366e-05
32,2,0.250000,0.015625,-5.18084853e-04,3.04427140e-05
33,2,0.257812,0.015625,-5.47819480e-04,3.04743517e-05
34,2,0.265625,0.015625,-5.77436760e-04,3.04259102e-05
35,2,0.273438,0.015625,-6.06966263e-04,3.03066918e-05
36,2,0.281250,0.015625,-6.36299956e-04,3.00459305e-05
37,2,0.289062,0.015625,-6.65380212e-04,2.97162624e-05
38,2,0.296875,0.015625,-6.94201270e-04,2.93214052e-05
39,2,0.304688,0.015625,-7.22681230e-04,2.89730979e-05
40,2,0.312500,0.015625,-7.50728766e-04,2.84944254e-05
41,2,0.320312,0.015625,-7.78267568e-04,2.79915384e-05
42,2,0.328125,0.015625,-8.05329299e-04,2.74402300e-05
43,2,0.335938,0.015625,-8.31848767e-04,2.68125659e-05
44,2,0.343750,0.015625,-8.57637555e-04,2.61066762e-05
45,2,0.351562,0.015625,-8.82757595e-04,2.53132675e-05
46,2,0.359375,0.015625,-9.07055801e-04,2.45161282e-05
47,2,0.367188,0.015625,-9.30480310e-04,2.36687156e-05
48,2,0.375000,0.015625,-9.53079551e-04,2.27319197e-05
49,2,0.382812,0.015625,-9.74694849e-04,2.17485667e-05
50,2,0.390625,0.015625,-9.95203387e-04,2.07242483e-05
51,2,0.398438,0.015625,-1.01461879e-03,1.95826269e-05
52,2,0.406250,0.015625,-1.03296107e-03,1.83479024e-05
53,2,0.414062,0.015625,-1.05018367e-03,1.70740823e-05
54,2,0.421875,0.015625,-1.06611522e-03,1.57742015e-05
55,2,0.429688,0.015625,-1.08070008e-03,1.44184714e-05
56,2,0.437500,0.015625,-1.09393254e-03,1.30050284e-05
57,2,0.445312,0.015625,-1.10575510e-03,1.15301527e-05
58,2,0.453125,0.015625,-1.11614540e-03,1.00012958e-05
59,2,0.460938,0.015625,-1.12498412e-03,8.42590543e-06
60,2,0.468750,0.015625,-1.13229582e-03,6.85240002e-06
61,2,0.476562,0.015625,-1.13802461e-03,5.20071035e-06
62,2,0.484375,0.015625,-1.14211626e-03,3.52669940e-06
63,2,0.492188,0.015625,-1.14455423e-03,1.78195660e-06
64,2,0.500000,0.015625,-1.14522735e-03,2.97921581e-08
65,2,0.507812,0.015625,-1.14417926e-03,-1.75586149e-06
66,2,0.515625,0.015625,-1.14139984e-03,-3.54148756e-06
67,2,0.523438,0.015625,-1.13690214e-03,-5.35129311e-06
68,2,0.531250,0.015625,-1.13065192e-03,-7.14803537e-06
69,2,0.539062,0.015625,-1.12257188e-03,-9.00619489e-06
70,2,0.546875,0.015625,-1.11271942e-03,-1.08345366e-05
71,2,0.554688,0.015625,-1.10114680e-03,-1.26721625e-05
72,2,0.562500,0.015625,-1.08782598e-03,-1.44836922e-05
73,2,0.570312,0.015625,-1.07273879e-03,-1.62765828e-05
74,2,0.578125,0.015625,-1.05596334e-03,-1.79819417e-05
75,2,0.585938,0.015625,-1.03753852e-03,-1.97207919e-05
76,2,0.593750,0.015625,-1.01742917e-03,-2.13590811e-05
77,2,0.601562,0.015625,-9.95742041e-04,-2.29359266e-05
78,2,0.609375,0.015625,-9.72570851e-04,-2.44438543e-05
79,2,0.617188,0.015625,-9.47872119e-04,-2.59089593e-05
80,2,0.625000,0.015625,-9.21911502e-04,-2.73796395e-05
81,2,0.632812,0.015625,-8.94623983e-04,-2.87330186e-05
82,2,0.640625,0.015625,-8.66057933e-04,-2.99579260e-05
83,2,0.648438,0.015625,-8.36355088e-04,-3.11195399e-05
84,2,0.656250,0.015625,-8.05617659e-04,-3.21135958e-05
85,2,0.664062,0.015625,-7.73981679e-04,-3.30350522e-05
86,2,0.671875,0.015625,-7.41485681e-04,-3.38708596e-05
87,2,0.679688,0.015625,-7.08249689e-04,-3.45484477e-05
88,2,0.687500,0.015625,-6.74397626e-04,-3.51199124e-05
89,2,0.695312,0.015625,-6.39981939e-04,-3.55964403e-05
90,2,0.703125,0.015625,-6.05190813e-04,-3.58756552e-05
91,2,0.710938,0.015625,-5.70267788e-04,-3.60655140e-05
92,2,0.718750,0.015625,-5.35257568e-04,-3.60971426e-05
93,2,0.726562,0.015625,-5.00241935e-04,-3.59835649e-05
94,2,0.734375,0.015625,-4.65364370e-04,-3.57322424e-05
95,2,0.742188,0.015625,-4.30762564e-04,-3.53506148e-05
96,2,0.750000,0.015625,-3.96656047e-04,-3.48405410e-05
97,2,0.757812,0.015625,-3.63083876e-04,-3.42299427e-05
98,2,0.765625,0.015625,-3.30120587e-04,-3.34592478e-05
99,2,0.773438,0.015625,-2.97983846e-04,-3.25247274e-05
100,2,0.781250,0.015625,-2.66766787e-04,-3.14747886e-05
101,2,0.789062,0.015625,-2.36679785e-04,-3.02908138e-05
102,2,0.796875,0.015625,-2.07774792e-04,-2.89820891e-05
103,2,0.804688,0.015625,-1.80132018e-04,-2.75244365e-05
104,2,0.812500,0.015625,-1.53846253e-04,-2.60258093e-05
105,2,0.820312,0.015625,-1.29005100e-04,-2.44694711e-05
106,2,0.828125,0.015625,-1.05798375e-04,-2.27865130e-05
107,2,0.835938,0.015625,-8.42410445e-05,-2.09992868e-05
108,2,0.843750,0.015625,-6.43889362e-05,-1.91412983e-05
109,2,0.851562,0.015625,-4.63333054e-05,-1.72162690e-05
110,2,0.859375,0.015625,-3.01225646e-05,-1.52353632e-05
111,2,0.867188,0.015625,-1.58032999e-05,-1.32172026e-05
112,2,0.875000,0.015625,-3.39228973e-06,-1.11822674e-05
113,2,0.882812,0.015625,7.10298946e-06,-9.16406680e-06
114,2,0.890625,0.015625,1.56694750e-05,-7.13839881e-06
115,2,0.898438,0.015625,2.23034076e-05,-5.15739566e-06
116,2,0.906250,0.015625,2.71220542e-05,-3.22478195e-06
117,2,0.914062,0.015625,3.01291220e-05,-1.38152313e-06
118,2,0.921875,0.015625,3.14269782e-05,3.96584312e-07
119,2,0.929688,0.015625,3.11906188e-05,2.01830403e-06
120,2,0.937500,0.015625,2.95466452e-05,3.43336160e-06
121,2,0.945312,0.015625,2.66570314e-05,4.57286251e-06
122,2,0.953125,0.015625,2.28029166e-05,5.37349706e-06
123,2,0.960938,0.015625,1.83026859e-05,5.72913177e-06
124,2,0.968750,0.015625,1.36106573e-05,5.53363543e-06
125,2,0.976562,0.015625,9.11598181e-06,4.60826277e-06
126,2,0.984375,0.015625,5.15939382e-06,2.87295006e-06
127,2,0.992188,0.015625,2.21196638e-06,2.56945583e-07
128,2,1.000000,0.015625,0.00000000e+00,0.00000000e+00
0,3,0.000000,0.023438,0.00000000e+00,0.00000000e+00
1,3,0.007812,0.023438,1.07446260e-06,-5.43748865e-06
2,3,0.015625,0.023438,3.26249324e-06,-7.01287081e-06
3,3,0.023438,0.023438,5.43935403e-06,-6.48774721e-06
4,3,0.031250,0.023438,6.72611122e-06,-4.46731474e-06
5,3,0.039062,0.023438,6.46355784e-06,-1.39662006e-06
6,3,0.046875,0.023438,4.23269830e-06,2.33515357e-06
7,3,0.054688,0.023438,-3.14706512e-07,6.50083120e-06
8,3,0.062500,0.023438,-7.44124691e-06,1.09160628e-05
9,3,0.070312,0.023438,-1.72698565e-05,1.54169866e-05
10,3,0.078125,0.023438,-2.98061423e-05,1.99142123e-05
11,3,0.085938,0.023438,-4.49514446e-05,2.42848419e-05
12,3,0.093750,0.023438,-6.26908877e-05,2.85456299e-05
13,3,0.101562,0.023438,-8.30021891e-05,3.25774090e-05
14,3,0.109375,0.023438,-1.05782878e-04,3.63969084e-05
15,3,0.117188,0.023438,-1.30833767e-04,3.99799319e-05
16,3,0.125000,0.023438,-1.58037539e-04,4.33227506e-05
17,3,0.132812,0.023438,-1.87293685e-04,4.64104705e-05
18,3,0.140625,0.023438,-2.18473666e-04,4.92914915e-05
19,3,0.148438,0.023438,-2.51441525e-04,5.18987690e-05
20,3,0.156250,0.023438,-2.85936549e-04,5.43049282e-05
21,3,0.164062,0.023438,-3.21893662e-04,5.64485272e-05
22,3,0.171875,0.023438,-3.59169178e-04,5.83984220e-05
23,3,0.179688,0.023438,-3.97649826e-04,6.01006577e-05
24,3,0.187500,0.023438,-4.37152747e-04,6.15793833e-05
25,3,0.195312,0.023438,-4.77506866e-04,6.28607231e-05
26,3,0.203125,0.023438,-5.18691668e-04,6.39725986e-05
27,3,0.210938,0.023438,-5.60518645e-04,6.48926070e-05
28,3,0.218750,0.023438,-6.02811167e-04,6.56487391e-05
29,3,0.226562,0.023438,-6.45561959e-04,6.62782404e-05
30,3,0.234375,0.023438,-6.88722124e-04,6.66935448e-05
31,3,0.242188,0.023438,-7.32036715e-04,6.69654328e-05
32,3,0.250000,0.023438,-7.75492750e-04,6.71199959e-05
33,3,0.257812,0.023438,-8.18911009e-04,6.71367088e-05
34,3,0.265625,0.023438,-8.62217625e-04,6.69597503e-05
35,3,0.273438,0.023438,-9.05412075e-04,6.66486885e-05
36,3,0.281250,0.023438,-9.48307978e-04,6.61699814e-05
37,3,0.289062,0.023438,-9.90825705e-04,6.55236872e-05
