k,z_um,fill,temperature,liquid_frac,curvature,ux,uy,uz,vmag
29,108.75,1.00000000e+00,3.00010040e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
30,112.50,1.00000000e+00,3.00012054e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,116.25,1.00000000e+00,3.00014374e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,120.00,1.00000000e+00,3.00017273e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
33,123.75,1.00000000e+00,3.00020660e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
34,127.50,1.00000000e+00,3.00024841e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
35,131.25,1.00000000e+00,3.00029938e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
36,135.00,1.00000000e+00,3.00035919e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
37,138.75,1.00000000e+00,3.00043274e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
38,142.50,1.00000000e+00,3.00051941e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
39,146.25,1.00000000e+00,3.00062469e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
40,150.00,1.00000000e+00,3.00075256e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
41,153.75,1.00000000e+00,3.00090637e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
42,157.50,1.00000000e+00,3.00109314e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
43,161.25,1.00000000e+00,3.00131775e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
44,165.00,1.00000000e+00,3.00158905e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
45,168.75,1.00000000e+00,3.00191467e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
46,172.50,1.00000000e+00,3.00230652e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
47,176.25,1.00000000e+00,3.00278137e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
48,180.00,1.00000000e+00,3.00335571e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
49,183.75,1.00000000e+00,3.00404663e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
50,187.50,1.00000000e+00,3.00487946e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
51,191.25,1.00000000e+00,3.00588440e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
52,195.00,1.00000000e+00,3.00709625e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53,198.75,1.00000000e+00,3.00855804e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
54,202.50,1.00000000e+00,3.01032135e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
55,206.25,1.00000000e+00,3.01244934e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
56,210.00,1.00000000e+00,3.01501526e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
57,213.75,1.00000000e+00,3.01811127e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
58,217.50,1.00000000e+00,3.02184479e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
59,221.25,1.00000000e+00,3.02634857e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
60,225.00,1.00000000e+00,3.03178192e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
61,228.75,1.00000000e+00,3.03833618e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
62,232.50,1.00000000e+00,3.04624146e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
63,236.25,1.00000000e+00,3.05577576e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
64,240.00,9.99999881e-01,3.06727722e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
65,243.75,9.99999702e-01,3.08114868e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
66,247.50,9.99999166e-01,3.09788269e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
67,251.25,9.99997735e-01,3.11806854e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
68,255.00,9.99993861e-01,3.14241638e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00945925e-15,4.00945925e-15
69,258.75,9.99983311e-01,3.17178650e+02,0.00000000e+00,0.00000000e+00,-2.00472963e-15,0.00000000e+00,0.00000000e+00,2.00472963e-15
70,262.50,9.99954581e-01,3.20721283e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.33648649e-15,1.33648649e-15
71,266.25,9.99876618e-01,3.24994629e+02,0.00000000e+00,0.00000000e+00,-1.13601348e-14,0.00000000e+00,-8.01891851e-15,1.39052401e-14
72,270.00,9.99664664e-01,3.30148926e+02,0.00000000e+00,0.00000000e+00,3.34121633e-14,2.00472963e-15,-7.35067558e-15,3.42698688e-14
73,273.75,9.99088943e-01,3.36365204e+02,0.00000000e+00,0.00000000e+00,6.01418931e-15,0.00000000e+00,-1.22956753e-13,1.23103757e-13
74,277.50,9.97527361e-01,3.43409302e+02,0.00000000e+00,0.00000000e+00,6.76262160e-13,0.00000000e+00,-1.12264863e-12,1.31059931e-12
75,281.25,9.93307114e-01,3.55479462e+02,0.00000000e+00,0.00000000e+00,1.98869198e-12,3.34121633e-15,-5.40341469e-12,5.75775972e-12
76,285.00,9.82024372e-01,3.57182953e+02,0.00000000e+00,0.00000000e+00,5.09535469e-12,0.00000000e+00,-1.19668997e-11,1.30065108e-11
77,288.75,9.52584684e-01,3.63247772e+02,0.00000000e+00,2.38418598e-02,8.57489774e-12,7.35067558e-15,-2.43567978e-11,2.58221326e-11
78,292.50,8.80807638e-01,1.36732556e+03,0.00000000e+00,0.00000000e+00,5.31794643e-11,1.33648649e-15,1.07159490e-11,5.42483801e-11
79,296.25,7.30989993e-01,2.98966406e+03,1.00000000e+00,-2.41275768e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
