i,k,x_um,z_um,fill,temperature,liquid_frac,ux,uz,vmag
30,0,112.50,0.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,0,116.25,0.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,0,120.00,0.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
33,0,123.75,0.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
34,0,127.50,0.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
35,0,131.25,0.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
36,0,135.00,0.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
37,0,138.75,0.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
38,0,142.50,0.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
39,0,146.25,0.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,1,0.00,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
1,1,3.75,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
2,1,7.50,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
3,1,11.25,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
4,1,15.00,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
5,1,18.75,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
6,1,22.50,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
7,1,26.25,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
8,1,30.00,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
9,1,33.75,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
10,1,37.50,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
11,1,41.25,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
12,1,45.00,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
13,1,48.75,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
14,1,52.50,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
15,1,56.25,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
16,1,60.00,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
17,1,63.75,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
18,1,67.50,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
19,1,71.25,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
20,1,75.00,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
21,1,78.75,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
22,1,82.50,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
23,1,86.25,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
24,1,90.00,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
25,1,93.75,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
26,1,97.50,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
27,1,101.25,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
28,1,105.00,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
29,1,108.75,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
30,1,112.50,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
31,1,116.25,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
32,1,120.00,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
33,1,123.75,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
34,1,127.50,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
35,1,131.25,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
36,1,135.00,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
37,1,138.75,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
38,1,142.50,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
39,1,146.25,3.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00472980e-14
0,2,0.00,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
1,2,3.75,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
2,2,7.50,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
3,2,11.25,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
4,2,15.00,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
5,2,18.75,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
6,2,22.50,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
7,2,26.25,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
8,2,30.00,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
9,2,33.75,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
10,2,37.50,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
11,2,41.25,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
12,2,45.00,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
13,2,48.75,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
14,2,52.50,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
15,2,56.25,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
16,2,60.00,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
17,2,63.75,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
18,2,67.50,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
19,2,71.25,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
20,2,75.00,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
21,2,78.75,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
22,2,82.50,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
23,2,86.25,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
24,2,90.00,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
25,2,93.75,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
26,2,97.50,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
27,2,101.25,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
28,2,105.00,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
29,2,108.75,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
30,2,112.50,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
31,2,116.25,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
32,2,120.00,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
33,2,123.75,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
34,2,127.50,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
35,2,131.25,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
36,2,135.00,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
37,2,138.75,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
38,2,142.50,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
39,2,146.25,7.50,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
0,3,0.00,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
1,3,3.75,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
2,3,7.50,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
3,3,11.25,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
4,3,15.00,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
5,3,18.75,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
6,3,22.50,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
7,3,26.25,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
8,3,30.00,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
9,3,33.75,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
10,3,37.50,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
11,3,41.25,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
12,3,45.00,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
13,3,48.75,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
14,3,52.50,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
15,3,56.25,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
16,3,60.00,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
17,3,63.75,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
18,3,67.50,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
19,3,71.25,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
20,3,75.00,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
21,3,78.75,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
22,3,82.50,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
23,3,86.25,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
24,3,90.00,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
25,3,93.75,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
26,3,97.50,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
27,3,101.25,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
28,3,105.00,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
29,3,108.75,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
30,3,112.50,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
31,3,116.25,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
32,3,120.00,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
33,3,123.75,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
34,3,127.50,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
35,3,131.25,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
36,3,135.00,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
37,3,138.75,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
38,3,142.50,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
39,3,146.25,11.25,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
0,4,0.00,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
1,4,3.75,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
2,4,7.50,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
3,4,11.25,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
4,4,15.00,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
5,4,18.75,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
6,4,22.50,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
7,4,26.25,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
8,4,30.00,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
9,4,33.75,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
10,4,37.50,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
11,4,41.25,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
12,4,45.00,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
13,4,48.75,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
14,4,52.50,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
15,4,56.25,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
16,4,60.00,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
17,4,63.75,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
18,4,67.50,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
19,4,71.25,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
20,4,75.00,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
21,4,78.75,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
22,4,82.50,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
23,4,86.25,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
24,4,90.00,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
25,4,93.75,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
26,4,97.50,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
27,4,101.25,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
28,4,105.00,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
29,4,108.75,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
30,4,112.50,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
31,4,116.25,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
32,4,120.00,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
33,4,123.75,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
34,4,127.50,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
35,4,131.25,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
36,4,135.00,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
37,4,138.75,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
38,4,142.50,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
39,4,146.25,15.00,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
0,5,0.00,18.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
1,5,3.75,18.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
2,5,7.50,18.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
3,5,11.25,18.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
4,5,15.00,18.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
5,5,18.75,18.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
6,5,22.50,18.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
7,5,26.25,18.75,1.00000000e+00,3.00000000e+02,0.00000000e+00,0.00000000e+00,-4.00945925e-15,4.00945925e-15
