ix,iy,x_mm,y_mm,fill_level,vx_ms,vy_ms,vmag_ms
0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000
1,0,1.0000,0.0000,0.000000,0.000000,0.000000,0.000000
2,0,2.0000,0.0000,0.000000,0.000000,0.000000,0.000000
3,0,3.0000,0.0000,0.000000,0.000000,0.000000,0.000000
4,0,4.0000,0.0000,0.000000,0.000000,0.000000,0.000000
5,0,5.0000,0.0000,0.000000,0.000000,0.000000,0.000000
6,0,6.0000,0.0000,0.000000,0.000000,0.000000,0.000000
7,0,7.0000,0.0000,0.000000,0.000000,0.000000,0.000000
8,0,8.0000,0.0000,0.000000,0.000000,0.000000,0.000000
9,0,9.0000,0.0000,0.000000,0.000000,0.000000,0.000000
10,0,10.0000,0.0000,0.000000,0.000000,0.000000,0.000000
11,0,11.0000,0.0000,0.000000,0.000000,0.000000,0.000000
12,0,12.0000,0.0000,0.000000,0.000000,0.000000,0.000000
13,0,13.0000,0.0000,0.000000,0.000000,0.000000,0.000000
14,0,14.0000,0.0000,0.000000,0.000000,0.000000,0.000000
15,0,15.0000,0.0000,0.000000,0.000000,0.000000,0.000000
16,0,16.0000,0.0000,0.000000,0.000000,0.000000,0.000000
17,0,17.0000,0.0000,0.000000,0.000000,0.000000,0.000000
18,0,18.0000,0.0000,0.000000,0.000000,0.000000,0.000000
19,0,19.0000,0.0000,0.000000,0.000000,0.000000,0.000000
20,0,20.0000,0.0000,0.000000,0.000000,0.000000,0.000000
21,0,21.0000,0.0000,0.000000,0.000000,0.000000,0.000000
22,0,22.0000,0.0000,0.000000,0.000000,0.000000,0.000000
23,0,23.0000,0.0000,0.000000,0.000000,0.000000,0.000000
24,0,24.0000,0.0000,0.000000,0.000000,0.000000,0.000000
25,0,25.0000,0.0000,0.000000,0.000000,0.000000,0.000000
26,0,26.0000,0.0000,0.000000,0.000000,0.000000,0.000000
27,0,27.0000,0.0000,0.000000,0.000000,0.000000,0.000000
28,0,28.0000,0.0000,0.000000,0.000000,0.000000,0.000000
29,0,29.0000,0.0000,0.000000,0.000000,0.000000,0.000000
30,0,30.0000,0.0000,0.000000,0.000000,0.000000,0.000000
31,0,31.0000,0.0000,0.000000,0.000000,0.000000,0.000000
32,0,32.0000,0.0000,0.000000,0.000000,0.000000,0.000000
33,0,33.0000,0.0000,0.000000,0.000000,0.000000,0.000000
34,0,34.0000,0.0000,0.000000,0.000000,0.000000,0.000000
35,0,35.0000,0.0000,0.000000,0.000000,0.000000,0.000000
36,0,36.0000,0.0000,0.000000,0.000000,0.000000,0.000000
37,0,37.0000,0.0000,0.000000,0.000000,0.000000,0.000000
38,0,38.0000,0.0000,0.000000,0.000000,0.000000,0.000000
39,0,39.0000,0.0000,0.000000,0.000000,0.000000,0.000000
40,0,40.0000,0.0000,0.000000,0.000000,0.000000,0.000000
41,0,41.0000,0.0000,0.000000,0.000000,0.000000,0.000000
42,0,42.0000,0.0000,0.000000,0.000000,0.000000,0.000000
43,0,43.0000,0.0000,0.000000,0.000000,0.000000,0.000000
44,0,44.0000,0.0000,0.000000,0.000000,0.000000,0.000000
45,0,45.0000,0.0000,0.000000,0.000000,0.000000,0.000000
46,0,46.0000,0.0000,0.000000,0.000000,0.000000,0.000000
47,0,47.0000,0.0000,0.000000,0.000000,0.000000,0.000000
48,0,48.0000,0.0000,0.000000,0.000000,0.000000,0.000000
49,0,49.0000,0.0000,0.000000,0.000000,0.000000,0.000000
50,0,50.0000,0.0000,0.000000,0.000000,0.000000,0.000000
51,0,51.0000,0.0000,0.000000,0.000000,0.000000,0.000000
52,0,52.0000,0.0000,0.000000,0.000000,0.000000,0.000000
53,0,53.0000,0.0000,0.000000,0.000000,0.000000,0.000000
54,0,54.0000,0.0000,0.000000,0.000000,0.000000,0.000000
55,0,55.0000,0.0000,0.000000,0.000000,0.000000,0.000000
56,0,56.0000,0.0000,0.000000,0.000000,0.000000,0.000000
57,0,57.0000,0.0000,0.000000,0.000000,0.000000,0.000000
58,0,58.0000,0.0000,0.000000,0.000000,0.000000,0.000000
59,0,59.0000,0.0000,0.000000,0.000000,0.000000,0.000000
60,0,60.0000,0.0000,0.000000,0.000000,0.000000,0.000000
61,0,61.0000,0.0000,0.000000,0.000000,0.000000,0.000000
62,0,62.0000,0.0000,0.000000,0.000000,0.000000,0.000000
63,0,63.0000,0.0000,0.000000,0.000000,0.000000,0.000000
64,0,64.0000,0.0000,0.000000,0.000000,0.000000,0.000000
65,0,65.0000,0.0000,0.000000,0.000000,0.000000,0.000000
66,0,66.0000,0.0000,0.000000,0.000000,0.000000,0.000000
67,0,67.0000,0.0000,0.000000,0.000000,0.000000,0.000000
68,0,68.0000,0.0000,0.000000,0.000000,0.000000,0.000000
69,0,69.0000,0.0000,0.000000,0.000000,0.000000,0.000000
70,0,70.0000,0.0000,0.000000,0.000000,0.000000,0.000000
71,0,71.0000,0.0000,0.000000,0.000000,0.000000,0.000000
72,0,72.0000,0.0000,0.000000,0.000000,0.000000,0.000000
73,0,73.0000,0.0000,0.000000,0.000000,0.000000,0.000000
74,0,74.0000,0.0000,0.000000,0.000000,0.000000,0.000000
75,0,75.0000,0.0000,0.000000,0.000000,0.000000,0.000000
76,0,76.0000,0.0000,0.000000,0.000000,0.000000,0.000000
77,0,77.0000,0.0000,0.000000,0.000000,0.000000,0.000000
78,0,78.0000,0.0000,0.000000,0.000000,0.000000,0.000000
79,0,79.0000,0.0000,0.000000,0.000000,0.000000,0.000000
80,0,80.0000,0.0000,0.000000,0.000000,0.000000,0.000000
81,0,81.0000,0.0000,0.000000,0.000000,0.000000,0.000000
82,0,82.0000,0.0000,0.000000,0.000000,0.000000,0.000000
83,0,83.0000,0.0000,0.000000,0.000000,0.000000,0.000000
84,0,84.0000,0.0000,0.000000,0.000000,0.000000,0.000000
85,0,85.0000,0.0000,0.000000,0.000000,0.000000,0.000000
86,0,86.0000,0.0000,0.000000,0.000000,0.000000,0.000000
87,0,87.0000,0.0000,0.000000,0.000000,0.000000,0.000000
88,0,88.0000,0.0000,0.000000,0.000000,0.000000,0.000000
89,0,89.0000,0.0000,0.000000,0.000000,0.000000,0.000000
90,0,90.0000,0.0000,0.000000,0.000000,0.000000,0.000000
91,0,91.0000,0.0000,0.000000,0.000000,0.000000,0.000000
92,0,92.0000,0.0000,0.000000,0.000000,0.000000,0.000000
93,0,93.0000,0.0000,0.000000,0.000000,0.000000,0.000000
94,0,94.0000,0.0000,0.000000,0.000000,0.000000,0.000000
95,0,95.0000,0.0000,0.000000,0.000000,0.000000,0.000000
96,0,96.0000,0.0000,0.000000,0.000000,0.000000,0.000000
97,0,97.0000,0.0000,0.000000,0.000000,0.000000,0.000000
98,0,98.0000,0.0000,0.000000,0.000000,0.000000,0.000000
99,0,99.0000,0.0000,0.000000,0.000000,0.000000,0.000000
100,0,100.0000,0.0000,0.000000,0.000000,0.000000,0.000000
101,0,101.0000,0.0000,0.000000,0.000000,0.000000,0.000000
102,0,102.0000,0.0000,0.000000,0.000000,0.000000,0.000000
103,0,103.0000,0.0000,0.000000,0.000000,0.000000,0.000000
104,0,104.0000,0.0000,0.000000,0.000000,0.000000,0.000000
105,0,105.0000,0.0000,0.000000,0.000000,0.000000,0.000000
106,0,106.0000,0.0000,0.000000,0.000000,0.000000,0.000000
