i,j,fl,pressure,ux,uy,vmag
38,5,5.00000007e-02,6.98804855e-04,3.21222909e-11,-1.47102643e-11,3.53303463e-11
39,5,5.00000007e-02,6.96182251e-04,3.08016182e-11,-1.51488180e-11,3.43253030e-11
40,5,5.00000007e-02,6.93480193e-04,2.94711928e-11,-1.56395192e-11,3.33638395e-11
41,5,5.00000007e-02,6.90778135e-04,2.80966535e-11,-1.61215364e-11,3.23932998e-11
42,5,5.00000007e-02,6.88155531e-04,2.66289144e-11,-1.64846279e-11,3.13183993e-11
43,5,5.00000007e-02,6.85731589e-04,2.50041255e-11,-1.65280012e-11,2.99730067e-11
44,5,5.00000007e-02,6.83943450e-04,2.31754772e-11,-1.59375985e-11,2.81266746e-11
45,5,5.00000007e-02,6.83188438e-04,2.11752907e-11,-1.42636328e-11,2.55312386e-11
46,5,5.00000007e-02,6.84261322e-04,1.92036161e-11,-1.09765331e-11,2.21192942e-11
47,5,5.00000007e-02,6.87440275e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,6,1.00000000e+00,-1.42349803e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,6,1.00000000e+00,-1.36693323e-03,1.60327624e-03,7.94678170e-04,1.78941549e-03
2,6,1.00000000e+00,-1.26457214e-03,1.77794090e-03,1.02462596e-03,2.05205567e-03
3,6,1.00000000e+00,-1.16606557e-03,1.96121028e-03,1.12318515e-03,2.26006424e-03
4,6,1.00000000e+00,-1.07024121e-03,2.13003182e-03,1.12501951e-03,2.40888027e-03
5,6,1.00000000e+00,-9.76244628e-04,2.27518543e-03,1.06406782e-03,2.51171435e-03
6,6,1.00000000e+00,-8.83301138e-04,2.39559193e-03,9.67600499e-04,2.58362363e-03
7,6,1.00000000e+00,-7.90894032e-04,2.49410723e-03,8.54543527e-04,2.63643987e-03
8,6,1.00000000e+00,-6.98586344e-04,2.57456722e-03,7.36856950e-04,2.67793844e-03
9,6,1.00000000e+00,-6.06477261e-04,2.64025386e-03,6.21357816e-04,2.71238387e-03
10,6,1.00000000e+00,-5.14129817e-04,2.69362121e-03,5.11315418e-04,2.74172192e-03
11,6,1.00000000e+00,-4.21742618e-04,2.73642922e-03,4.07979125e-04,2.76667532e-03
12,6,1.00000000e+00,-3.29216331e-04,2.76957639e-03,3.11292824e-04,2.78701563e-03
13,6,1.00000000e+00,-2.36729786e-04,2.79361336e-03,2.20462796e-04,2.80229887e-03
14,6,1.00000000e+00,-1.44024700e-04,2.80886516e-03,1.34365953e-04,2.81207729e-03
15,6,1.00000000e+00,-5.12997321e-05,2.81532132e-03,5.18584311e-05,2.81579886e-03
16,6,1.00000000e+00,4.14450988e-05,2.81275762e-03,-2.80106997e-05,2.81289709e-03
17,6,1.00000000e+00,1.34388611e-04,2.80072959e-03,-1.06016269e-04,2.80273543e-03
18,6,1.00000000e+00,2.27411598e-04,2.77872710e-03,-1.82433389e-04,2.78470945e-03
19,6,1.00000000e+00,3.20553780e-04,2.74585513e-03,-2.56885542e-04,2.75784521e-03
20,6,1.00000000e+00,4.13934409e-04,2.70141382e-03,-3.28097987e-04,2.72126542e-03
21,6,1.00000000e+00,5.07632911e-04,2.64490582e-03,-3.93623806e-04,2.67403550e-03
22,6,1.00000000e+00,6.01689040e-04,2.57679145e-03,-4.50111547e-04,2.61580851e-03
23,6,1.00000000e+00,6.96222007e-04,2.49910378e-03,-4.94371401e-04,2.54753279e-03
24,6,5.00000007e-02,7.41481781e-04,6.03521677e-11,-1.30998250e-11,6.17575019e-11
25,6,5.00000007e-02,7.37190247e-04,5.82115606e-11,-1.34902688e-11,5.97542710e-11
26,6,5.00000007e-02,7.33415305e-04,5.60989484e-11,-1.35799852e-11,5.77192183e-11
27,6,5.00000007e-02,7.29878782e-04,5.40630041e-11,-1.34608739e-11,5.57135831e-11
28,6,5.00000007e-02,7.26660131e-04,5.21162176e-11,-1.32275736e-11,5.37686597e-11
29,6,5.00000007e-02,7.23679899e-04,5.02525105e-11,-1.29567060e-11,5.18959632e-11
30,6,5.00000007e-02,7.20818876e-04,4.84543239e-11,-1.26987474e-11,5.00907163e-11
31,6,5.00000007e-02,7.17957853e-04,4.67043418e-11,-1.24867616e-11,4.83447483e-11
32,6,5.00000007e-02,7.15216040e-04,4.49838465e-11,-1.23406702e-11,4.66458851e-11
33,6,5.00000007e-02,7.12553679e-04,4.32859165e-11,-1.22703184e-11,4.49914585e-11
34,6,5.00000007e-02,7.09970831e-04,4.16010837e-11,-1.22816488e-11,4.33761360e-11
35,6,5.00000007e-02,7.07387924e-04,3.99273982e-11,-1.23787491e-11,4.18022804e-11
36,6,5.00000007e-02,7.04924285e-04,3.82597461e-11,-1.25653802e-11,4.02702975e-11
37,6,5.00000007e-02,7.02381134e-04,3.65901476e-11,-1.28397770e-11,3.87775541e-11
38,6,5.00000007e-02,6.99996948e-04,3.49073583e-11,-1.31982255e-11,3.73191235e-11
39,6,5.00000007e-02,6.97612762e-04,3.31976807e-11,-1.36189454e-11,3.58826094e-11
40,6,5.00000007e-02,6.95347786e-04,3.14378974e-11,-1.40648812e-11,3.44407072e-11
41,6,5.00000007e-02,6.93241775e-04,2.96012624e-11,-1.44657732e-11,3.29468258e-11
42,6,5.00000007e-02,6.91413879e-04,2.76601901e-11,-1.47022776e-11,3.13248004e-11
43,6,5.00000007e-02,6.89943670e-04,2.55903944e-11,-1.45874389e-11,2.94560973e-11
44,6,5.00000007e-02,6.89188659e-04,2.34076161e-11,-1.38537315e-11,2.72000443e-11
45,6,5.00000007e-02,6.89466833e-04,2.12109549e-11,-1.21681562e-11,2.44533976e-11
46,6,5.00000007e-02,6.91175461e-04,1.92309207e-11,-9.18405976e-12,2.13113884e-11
47,6,5.00000007e-02,6.94473623e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,7,1.00000000e+00,-1.43676996e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,7,1.00000000e+00,-1.38008595e-03,1.60391210e-03,6.39295264e-04,1.72662456e-03
2,7,1.00000000e+00,-1.27671170e-03,1.77583692e-03,8.38268024e-04,1.96374394e-03
3,7,1.00000000e+00,-1.17647648e-03,1.96851883e-03,9.35344666e-04,2.17943476e-03
4,7,1.00000000e+00,-1.07868516e-03,2.15911423e-03,9.52425762e-04,2.35984940e-03
5,7,1.00000000e+00,-9.82801197e-04,2.33462267e-03,9.13612836e-04,2.50702049e-03
6,7,1.00000000e+00,-8.88228416e-04,2.48912023e-03,8.40005756e-04,2.62703816e-03
7,7,1.00000000e+00,-7.94410706e-04,2.62165023e-03,7.47971178e-04,2.72626313e-03
8,7,1.00000000e+00,-7.01049983e-04,2.73345551e-03,6.48556801e-04,2.80934246e-03
9,7,1.00000000e+00,-6.08126342e-04,2.82643712e-03,5.48737997e-04,2.87921168e-03
10,7,1.00000000e+00,-5.15202701e-04,2.90256715e-03,4.52411157e-04,2.93761329e-03
11,7,1.00000000e+00,-4.22437995e-04,2.96359090e-03,3.61337967e-04,2.98553798e-03
12,7,1.00000000e+00,-3.29673290e-04,3.01078940e-03,2.75903381e-04,3.02340463e-03
13,7,1.00000000e+00,-2.36829132e-04,3.04512680e-03,1.95703746e-04,3.05140903e-03
14,7,1.00000000e+00,-1.44064426e-04,3.06725921e-03,1.19993165e-04,3.06960545e-03
15,7,1.00000000e+00,-5.10613136e-05,3.07757128e-03,4.78549591e-05,3.07794334e-03
16,7,1.00000000e+00,4.19616699e-05,3.07620247e-03,-2.15518157e-05,3.07627791e-03
17,7,1.00000000e+00,1.35024398e-04,3.06299748e-03,-8.87135175e-05,3.06428177e-03
18,7,1.00000000e+00,2.28246063e-04,3.03778937e-03,-1.53816218e-04,3.04168114e-03
19,7,1.00000000e+00,3.21626663e-04,3.00026545e-03,-2.16403787e-04,3.00805969e-03
20,7,1.00000000e+00,4.15245711e-04,2.95027043e-03,-2.75348953e-04,2.96309171e-03
21,7,1.00000000e+00,5.09182632e-04,2.88807787e-03,-3.28880327e-04,2.90674320e-03
22,7,1.00000000e+00,6.03437424e-04,2.81460024e-03,-3.74756346e-04,2.83943955e-03
23,7,1.00000000e+00,6.98129355e-04,2.73197074e-03,-4.11005429e-04,2.76271417e-03
24,7,5.00000007e-02,7.43389130e-04,6.60471261e-11,-1.09025124e-11,6.69409250e-11
25,7,5.00000007e-02,7.38978386e-04,6.37590328e-11,-1.12655579e-11,6.47466386e-11
26,7,5.00000007e-02,7.34885572e-04,6.14611348e-11,-1.13927956e-11,6.25081306e-11
27,7,5.00000007e-02,7.31229782e-04,5.92026636e-11,-1.13461263e-11,6.02800934e-11
28,7,5.00000007e-02,7.27812469e-04,5.70077666e-11,-1.11936268e-11,5.80963229e-11
29,7,5.00000007e-02,7.24673271e-04,5.48827581e-11,-1.09926929e-11,5.59728201e-11
30,7,5.00000007e-02,7.21693039e-04,5.28211329e-11,-1.07891127e-11,5.39117535e-11
31,7,5.00000007e-02,7.18752563e-04,5.08098494e-11,-1.06198956e-11,5.19078322e-11
32,7,5.00000007e-02,7.16010749e-04,4.88332985e-11,-1.05029206e-11,4.99499990e-11
33,7,5.00000007e-02,7.13308691e-04,4.68827061e-11,-1.04516543e-11,4.80335841e-11
34,7,5.00000007e-02,7.10646331e-04,4.49428411e-11,-1.04707857e-11,4.61464651e-11
35,7,5.00000007e-02,7.08103180e-04,4.30045548e-11,-1.05690005e-11,4.42842568e-11
36,7,5.00000007e-02,7.05758750e-04,4.10582818e-11,-1.07496408e-11,4.24421644e-11
37,7,5.00000007e-02,7.03334808e-04,3.90908798e-11,-1.10084815e-11,4.06113719e-11
38,7,5.00000007e-02,7.01149344e-04,3.70847485e-11,-1.13331237e-11,3.87778074e-11
39,7,5.00000007e-02,6.99043274e-04,3.50254478e-11,-1.17032746e-11,3.69289668e-11
40,7,5.00000007e-02,6.97175681e-04,3.28938890e-11,-1.20761647e-11,3.50405746e-11
41,7,5.00000007e-02,6.95546507e-04,3.06725687e-11,-1.23812566e-11,3.30772111e-11
42,7,5.00000007e-02,6.94274902e-04,2.83583729e-11,-1.25082158e-11,3.09943980e-11
43,7,5.00000007e-02,6.93480193e-04,2.59622168e-11,-1.22990628e-11,2.87280980e-11
44,7,5.00000007e-02,6.93400740e-04,2.35438162e-11,-1.15428804e-11,2.62211624e-11
45,7,5.00000007e-02,6.94314658e-04,2.12360303e-11,-1.00018171e-11,2.34735027e-11
46,7,5.00000007e-02,6.96341216e-04,1.92627771e-11,-7.44912118e-12,2.06529412e-11
47,7,5.00000007e-02,6.99599623e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,8,1.00000000e+00,-1.44636631e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,8,1.00000000e+00,-1.38966250e-03,1.60425773e-03,4.90441395e-04,1.67755049e-03
2,8,1.00000000e+00,-1.28577161e-03,1.77284505e-03,6.50674978e-04,1.88848015e-03
3,8,1.00000000e+00,-1.18442380e-03,1.96984271e-03,7.35272886e-04,2.10259529e-03
4,8,1.00000000e+00,-1.08530128e-03,2.17374810e-03,7.57954782e-04,2.30210251e-03
5,8,1.00000000e+00,-9.88086103e-04,2.36987136e-03,7.35124398e-04,2.48126942e-03
6,8,1.00000000e+00,-8.92241835e-04,2.54943804e-03,6.82108512e-04,2.63911090e-03
7,8,1.00000000e+00,-7.97490298e-04,2.70829350e-03,6.11677126e-04,2.77650915e-03
8,8,1.00000000e+00,-7.03255355e-04,2.84548546e-03,5.33163315e-04,2.89500458e-03
9,8,1.00000000e+00,-6.09616458e-04,2.96146632e-03,4.52673878e-04,2.99586332e-03
10,8,1.00000000e+00,-5.16315340e-04,3.05730617e-03,3.74071416e-04,3.08010564e-03
11,8,1.00000000e+00,-4.23113524e-04,3.13447509e-03,2.99198349e-04,3.14872246e-03
12,8,1.00000000e+00,-3.30011069e-04,3.19441664e-03,2.28780511e-04,3.20259877e-03
13,8,1.00000000e+00,-2.36948341e-04,3.23830592e-03,1.62614611e-04,3.24238627e-03
14,8,1.00000000e+00,-1.43965095e-04,3.26702208e-03,1.00268524e-04,3.26856039e-03
15,8,1.00000000e+00,-5.08626326e-05,3.28125292e-03,4.11204383e-05,3.28151067e-03
16,8,1.00000000e+00,4.22398261e-05,3.28147830e-03,-1.54226091e-05,3.28151463e-03
17,8,1.00000000e+00,1.35501235e-04,3.26790521e-03,-6.97854339e-05,3.26865027e-03
18,8,1.00000000e+00,2.28921577e-04,3.24075227e-03,-1.21956757e-04,3.24304635e-03
19,8,1.00000000e+00,3.22500884e-04,3.20021459e-03,-1.71635009e-04,3.20481393e-03
20,8,1.00000000e+00,4.16239112e-04,3.14652734e-03,-2.17892084e-04,3.15406267e-03
21,8,1.00000000e+00,5.10374724e-04,3.08044674e-03,-2.59566354e-04,3.09136324e-03
22,8,1.00000000e+00,6.04788482e-04,3.00336257e-03,-2.95209582e-04,3.01783625e-03
23,8,1.00000000e+00,6.99559867e-04,2.91717728e-03,-3.23536748e-04,2.93506379e-03
24,8,5.00000007e-02,7.44819641e-04,7.05813463e-11,-8.58975651e-12,7.11021103e-11
25,8,5.00000007e-02,7.40369200e-04,6.81839793e-11,-8.89740278e-12,6.87620447e-11
26,8,5.00000007e-02,7.36236572e-04,6.57512308e-11,-9.02951672e-12,6.63683414e-11
27,8,5.00000007e-02,7.32342422e-04,6.33269825e-11,-9.02561619e-12,6.39669359e-11
28,8,5.00000007e-02,7.28885352e-04,6.09433129e-11,-8.93292731e-12,6.15945142e-11
29,8,5.00000007e-02,7.25507736e-04,5.86153764e-11,-8.79194374e-12,5.92710811e-11
30,8,5.00000007e-02,7.22408295e-04,5.63415356e-11,-8.64339156e-12,5.70006750e-11
31,8,5.00000007e-02,7.19428062e-04,5.41149660e-11,-8.51606112e-12,5.47809541e-11
32,8,5.00000007e-02,7.16646551e-04,5.19235037e-11,-8.42885223e-12,5.26031926e-11
33,8,5.00000007e-02,7.13944435e-04,4.97563761e-11,-8.39379174e-12,5.04594179e-11
34,8,5.00000007e-02,7.11361587e-04,4.75966766e-11,-8.41854277e-12,4.83354468e-11
35,8,5.00000007e-02,7.08818436e-04,4.54287129e-11,-8.50821323e-12,4.62185845e-11
36,8,5.00000007e-02,7.06474006e-04,4.32410600e-11,-8.66600628e-12,4.41008965e-11
37,8,5.00000007e-02,7.04288483e-04,4.10159788e-11,-8.88528313e-12,4.19673532e-11
38,8,5.00000007e-02,7.02222227e-04,3.87354940e-11,-9.15550014e-12,3.98027861e-11
39,8,5.00000007e-02,7.00394332e-04,3.63855890e-11,-9.45283782e-12,3.75934457e-11
40,8,5.00000007e-02,6.98685646e-04,3.39506132e-11,-9.74181586e-12,3.53206353e-11
41,8,5.00000007e-02,6.97414100e-04,3.14283807e-11,-9.95774817e-12,3.29681629e-11
42,8,5.00000007e-02,6.96579635e-04,2.88350038e-11,-1.00082720e-11,3.05224977e-11
43,8,5.00000007e-02,6.96222007e-04,2.62071718e-11,-9.76874918e-12,2.79686309e-11
44,8,5.00000007e-02,6.96659088e-04,2.36326982e-11,-9.08909580e-12,2.53202702e-11
45,8,5.00000007e-02,6.97930693e-04,2.12580405e-11,-7.80004707e-12,2.26438746e-11
46,8,5.00000007e-02,7.00155913e-04,1.92932389e-11,-5.75611607e-12,2.01336014e-11
47,8,5.00000007e-02,7.03493773e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,9,1.00000000e+00,-1.45302224e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,9,1.00000000e+00,-1.39645743e-03,1.60446996e-03,3.46738612e-04,1.64150889e-03
2,9,1.00000000e+00,-1.29210949e-03,1.77008321e-03,4.63679316e-04,1.82980683e-03
3,9,1.00000000e+00,-1.19012594e-03,1.96899986e-03,5.28490229e-04,2.03869119e-03
4,9,1.00000000e+00,-1.09026837e-03,2.18085386e-03,5.49569784e-04,2.24903319e-03
5,9,1.00000000e+00,-9.92119312e-04,2.39034020e-03,5.37232438e-04,2.44996836e-03
6,9,1.00000000e+00,-8.95440578e-04,2.58704554e-03,5.01973438e-04,2.63529550e-03
7,9,1.00000000e+00,-7.99814879e-04,2.76493328e-03,4.52594861e-04,2.80173123e-03
8,9,1.00000000e+00,-7.05103099e-04,2.92102760e-03,3.96162068e-04,2.94776959e-03
9,9,1.00000000e+00,-6.10868155e-04,3.05458112e-03,3.37436766e-04,3.07316286e-03
10,9,1.00000000e+00,-5.17149805e-04,3.16593144e-03,2.79372005e-04,3.17823375e-03
11,9,1.00000000e+00,-4.23669815e-04,3.25610535e-03,2.23790674e-04,3.26378667e-03
12,9,1.00000000e+00,-3.30289215e-04,3.32648680e-03,1.71309570e-04,3.33089498e-03
13,9,1.00000000e+00,-2.37107277e-04,3.37821152e-03,1.22049089e-04,3.38041550e-03
14,9,1.00000000e+00,-1.43845886e-04,3.41250235e-03,7.56187728e-05,3.41334008e-03
15,9,1.00000000e+00,-5.07036857e-05,3.43025033e-03,3.17182203e-05,3.43039702e-03
16,9,1.00000000e+00,4.25577164e-05,3.43210483e-03,-1.00923853e-05,3.43211973e-03
17,9,1.00000000e+00,1.35978073e-04,3.41868354e-03,-5.00530696e-05,3.41905002e-03
18,9,1.00000000e+00,2.29477882e-04,3.39053269e-03,-8.81616288e-05,3.39167868e-03
19,9,1.00000000e+00,3.23136657e-04,3.34810652e-03,-1.24121827e-04,3.35040642e-03
20,9,1.00000000e+00,4.17073577e-04,3.29213589e-03,-1.57416347e-04,3.29589727e-03
21,9,1.00000000e+00,5.11248945e-04,3.22362408e-03,-1.87193713e-04,3.22905462e-03
22,9,1.00000000e+00,6.05742156e-04,3.14402045e-03,-2.12709376e-04,3.15120770e-03
23,9,1.00000000e+00,7.00592995e-04,3.05541395e-03,-2.33057930e-04,3.06428969e-03
24,9,5.00000007e-02,7.45852827e-04,7.39709335e-11,-6.19322866e-12,7.42297473e-11
25,9,5.00000007e-02,7.41362572e-04,7.14950391e-11,-6.42499639e-12,7.17831558e-11
26,9,5.00000007e-02,7.37190247e-04,6.89641677e-11,-6.53607420e-12,6.92731983e-11
27,9,5.00000007e-02,7.33296096e-04,6.64239636e-11,-6.55195559e-12,6.67463168e-11
28,9,5.00000007e-02,7.29719817e-04,6.39047495e-11,-6.49906387e-12,6.42343748e-11
29,9,5.00000007e-02,7.26262748e-04,6.14264958e-11,-6.40981148e-12,6.17600207e-11
30,9,5.00000007e-02,7.23004341e-04,5.89932339e-11,-6.31038971e-12,5.93297772e-11
31,9,5.00000007e-02,7.19904900e-04,5.66019072e-11,-6.22294837e-12,5.69429608e-11
32,9,5.00000007e-02,7.17123388e-04,5.42435957e-11,-6.16350894e-12,5.45926429e-11
33,9,5.00000007e-02,7.14381575e-04,5.19067393e-11,-6.14182273e-12,5.22688386e-11
34,9,5.00000007e-02,7.11798668e-04,4.95721138e-11,-6.16504157e-12,4.99539993e-11
35,9,5.00000007e-02,7.09374784e-04,4.72243911e-11,-6.23766924e-12,4.76345630e-11
36,9,5.00000007e-02,7.07109808e-04,4.48446280e-11,-6.35849836e-12,4.52931685e-11
37,9,5.00000007e-02,7.04964041e-04,4.24178227e-11,-6.52358246e-12,4.29165349e-11
38,9,5.00000007e-02,7.03056692e-04,3.99228949e-11,-6.72381942e-12,4.04851500e-11
39,9,5.00000007e-02,7.01308250e-04,3.73475348e-11,-6.94091312e-12,3.79870337e-11
40,9,5.00000007e-02,6.99917495e-04,3.46860388e-11,-7.14370403e-12,3.54140328e-11
41,9,5.00000007e-02,6.98884367e-04,3.19454567e-11,-7.28255130e-12,3.27650372e-11
42,9,5.00000007e-02,6.98288321e-04,2.91551401e-11,-7.29128129e-12,3.00530364e-11
43,9,5.00000007e-02,6.98248565e-04,2.63699809e-11,-7.08022443e-12,2.73039473e-11
44,9,5.00000007e-02,6.99003576e-04,2.36928793e-11,-6.54564033e-12,2.45804384e-11
45,9,5.00000007e-02,7.00513541e-04,2.12774989e-11,-5.58039769e-12,2.19971090e-11
46,9,5.00000007e-02,7.02818274e-04,1.93203595e-11,-4.09264463e-12,1.97490774e-11
47,9,5.00000007e-02,7.06195831e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,10,1.00000000e+00,-1.45725417e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,10,1.00000000e+00,-1.40074897e-03,1.60472270e-03,2.06614175e-04,1.61796913e-03
2,10,1.00000000e+00,-1.29626202e-03,1.76815712e-03,2.77705083e-04,1.78983237e-03
3,10,1.00000000e+00,-1.19388103e-03,1.96775468e-03,3.18286999e-04,1.99333020e-03
4,10,1.00000000e+00,-1.09348702e-03,2.18400895e-03,3.32731754e-04,2.20920914e-03
5,10,1.00000000e+00,-9.94801521e-04,2.40144739e-03,3.26992798e-04,2.42360751e-03
6,10,1.00000000e+00,-8.97606253e-04,2.60885456e-03,3.06935486e-04,2.62684817e-03
7,10,1.00000000e+00,-8.01503658e-04,2.79886392e-03,2.77794170e-04,2.81261606e-03
8,10,1.00000000e+00,-7.06295192e-04,2.96742306e-03,2.43828385e-04,2.97742360e-03
9,10,1.00000000e+00,-6.11801981e-04,3.11282440e-03,2.08150799e-04,3.11977603e-03
10,10,1.00000000e+00,-5.17785549e-04,3.23480414e-03,1.72628032e-04,3.23940697e-03
11,10,1.00000000e+00,-4.24027443e-04,3.33403680e-03,1.38464486e-04,3.33691086e-03
12,10,1.00000000e+00,-3.30527633e-04,3.41172819e-03,1.06076652e-04,3.41337686e-03
13,10,1.00000000e+00,-2.37246364e-04,3.46908928e-03,7.56847148e-05,3.46991466e-03
14,10,1.00000000e+00,-1.43865749e-04,3.50737781e-03,4.71173189e-05,3.50769423e-03
15,10,1.00000000e+00,-5.05447388e-05,3.52773559e-03,2.00711820e-05,3.52779287e-03
16,10,1.00000000e+00,4.27564009e-05,3.53095937e-03,-5.57231942e-06,3.53096379e-03
17,10,1.00000000e+00,1.36256218e-04,3.51780909e-03,-2.99763324e-05,3.51793668e-03
18,10,1.00000000e+00,2.29875252e-04,3.48919001e-03,-5.32032973e-05,3.48959561e-03
19,10,1.00000000e+00,3.23653221e-04,3.44578410e-03,-7.49917890e-05,3.44659993e-03
20,10,1.00000000e+00,4.17629897e-04,3.38847050e-03,-9.50676476e-05,3.38980369e-03
21,10,1.00000000e+00,5.11884689e-04,3.31847277e-03,-1.12995207e-04,3.32039595e-03
22,10,1.00000000e+00,6.06377958e-04,3.23748705e-03,-1.28333762e-04,3.24002956e-03
23,10,1.00000000e+00,7.01189041e-04,3.14730243e-03,-1.40615171e-04,3.15044192e-03
24,10,5.00000007e-02,7.46568083e-04,7.62237357e-11,-3.73851514e-12,7.63153638e-11
25,10,5.00000007e-02,7.41958618e-04,7.36979713e-11,-3.88321320e-12,7.38002090e-11
26,10,5.00000007e-02,7.37746595e-04,7.11039491e-11,-3.95556201e-12,7.12138890e-11
27,10,5.00000007e-02,7.33892142e-04,6.84883331e-11,-3.97172226e-12,6.86034007e-11
28,10,5.00000007e-02,7.30276108e-04,6.58814878e-11,-3.94659999e-12,6.59995877e-11
29,10,5.00000007e-02,7.26739585e-04,6.33040842e-11,-3.89742275e-12,6.34239467e-11
30,10,5.00000007e-02,7.23441481e-04,6.07651846e-11,-3.84072331e-12,6.08864417e-11
31,10,5.00000007e-02,7.20342039e-04,5.82633386e-11,-3.79033870e-12,5.83864970e-11
32,10,5.00000007e-02,7.17520714e-04,5.57911599e-11,-3.75565030e-12,5.59174269e-11
33,10,5.00000007e-02,7.14778900e-04,5.33380250e-11,-3.74408751e-12,5.34692741e-11
34,10,5.00000007e-02,7.12156296e-04,5.08824302e-11,-3.76099065e-12,5.10212393e-11
35,10,5.00000007e-02,7.09772110e-04,4.84100711e-11,-3.80733466e-12,4.85595592e-11
36,10,5.00000007e-02,7.07507133e-04,4.58986564e-11,-3.88316679e-12,4.60626294e-11
37,10,5.00000007e-02,7.05480576e-04,4.33317063e-11,-3.98597865e-12,4.35146502e-11
38,10,5.00000007e-02,7.03573227e-04,4.06909159e-11,-4.10894409e-12,4.08978476e-11
39,10,5.00000007e-02,7.02023506e-04,3.79655682e-11,-4.24045391e-12,3.82016467e-11
40,10,5.00000007e-02,7.00712204e-04,3.51526828e-11,-4.36026172e-12,3.54220715e-11
41,10,5.00000007e-02,6.99838041e-04,3.22689375e-11,-4.43674394e-12,3.25725211e-11
42,10,5.00000007e-02,6.99520111e-04,2.93529159e-11,-4.43014982e-12,2.96853479e-11
43,10,5.00000007e-02,6.99679076e-04,2.64720034e-11,-4.28707677e-12,2.68168977e-11
44,10,5.00000007e-02,7.00553297e-04,2.37340234e-11,-3.94720368e-12,2.40600144e-11
45,10,5.00000007e-02,7.02142715e-04,2.12929622e-11,-3.35081138e-12,2.15550026e-11
46,10,5.00000007e-02,7.04606413e-04,1.93398630e-11,-2.44811962e-12,1.94941945e-11
47,10,5.00000007e-02,7.07864761e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,11,1.00000000e+00,-1.45928073e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,11,1.00000000e+00,-1.40281522e-03,1.60481862e-03,6.86535859e-05,1.60628639e-03
2,11,1.00000000e+00,-1.29824877e-03,1.76717457e-03,9.24529813e-05,1.76959136e-03
3,11,1.00000000e+00,-1.19566917e-03,1.96694094e-03,1.06227708e-04,1.96980732e-03
4,11,1.00000000e+00,-1.09511614e-03,2.18519336e-03,1.11381436e-04,2.18803016e-03
5,11,1.00000000e+00,-9.96132731e-04,2.40632915e-03,1.09752793e-04,2.40883068e-03
6,11,1.00000000e+00,-8.98679136e-04,2.61881761e-03,1.03243510e-04,2.62085209e-03
7,11,1.00000000e+00,-8.02338123e-04,2.81479559e-03,9.36389042e-05,2.81635276e-03
8,11,1.00000000e+00,-7.06950843e-04,2.98944372e-03,8.23396331e-05,2.99057737e-03
9,11,1.00000000e+00,-6.12239062e-04,3.14075430e-03,7.03584010e-05,3.14154220e-03
10,11,1.00000000e+00,-5.18063724e-04,3.26814409e-03,5.83990077e-05,3.26866587e-03
11,11,1.00000000e+00,-4.24246013e-04,3.37205012e-03,4.68418111e-05,3.37237539e-03
12,11,1.00000000e+00,-3.30666720e-04,3.45353573e-03,3.58747457e-05,3.45372199e-03
13,11,1.00000000e+00,-2.37246364e-04,3.51383025e-03,2.56258845e-05,3.51392361e-03
14,11,1.00000000e+00,-1.43925354e-04,3.55427619e-03,1.60293948e-05,3.55431251e-03
15,11,1.00000000e+00,-5.05447388e-05,3.57596134e-03,6.93009042e-06,3.57596809e-03
16,11,1.00000000e+00,4.28358726e-05,3.57991364e-03,-1.70782607e-06,3.57991410e-03
17,11,1.00000000e+00,1.36375427e-04,3.56701366e-03,-9.94245693e-06,3.56702763e-03
18,11,1.00000000e+00,2.30073929e-04,3.53819947e-03,-1.77071215e-05,3.53824371e-03
19,11,1.00000000e+00,3.23851913e-04,3.49432393e-03,-2.50357043e-05,3.49441357e-03
20,11,1.00000000e+00,4.17828560e-04,3.43637331e-03,-3.17332233e-05,3.43651976e-03
21,11,1.00000000e+00,5.12202620e-04,3.36571946e-03,-3.77574033e-05,3.36593110e-03
22,11,1.00000000e+00,6.06735586e-04,3.28406366e-03,-4.28708372e-05,3.28434352e-03
23,11,1.00000000e+00,7.01546669e-04,3.19314469e-03,-4.70333835e-05,3.19349114e-03
24,11,5.00000007e-02,7.46885955e-04,7.73483985e-11,-1.24976277e-12,7.73584946e-11
25,11,5.00000007e-02,7.42316246e-04,7.47980705e-11,-1.29861464e-12,7.48093393e-11
26,11,5.00000007e-02,7.38064467e-04,7.21742319e-11,-1.32396936e-12,7.21863749e-11
27,11,5.00000007e-02,7.34130561e-04,6.95204866e-11,-1.33047056e-12,6.95332195e-11
28,11,5.00000007e-02,7.30474829e-04,6.68702246e-11,-1.32276200e-12,6.68833045e-11
