i,k,x_um,z_um,fill,temperature,liquid_frac,ux,uz,vmag
1,1,3.75,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-3.07391882e-14,3.07682279e-14
2,1,7.50,3.75,1.00000000e+00,3.00000214e+02,0.00000000e+00,0.00000000e+00,-3.07391882e-14,3.07682279e-14
3,1,11.25,3.75,1.00000000e+00,3.00000214e+02,0.00000000e+00,-1.33648649e-15,-3.07391882e-14,3.07682279e-14
4,1,15.00,3.75,1.00000000e+00,3.00000214e+02,0.00000000e+00,-1.33648649e-15,-3.07391882e-14,3.07682279e-14
5,1,18.75,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-3.07391882e-14,3.07682279e-14
6,1,22.50,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
7,1,26.25,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-3.20756740e-14,3.21313139e-14
8,1,30.00,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
9,1,33.75,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
10,1,37.50,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-3.07391882e-14,3.07682279e-14
11,1,41.25,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
12,1,45.00,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
13,1,48.75,3.75,1.00000000e+00,3.00000214e+02,0.00000000e+00,1.33648649e-15,-3.07391882e-14,3.07682279e-14
14,1,52.50,3.75,1.00000000e+00,3.00000214e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
15,1,56.25,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
16,1,60.00,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.07391882e-14,3.07682279e-14
17,1,63.75,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
18,1,67.50,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-3.20756740e-14,3.21313139e-14
19,1,71.25,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.07391882e-14,3.07682279e-14
20,1,75.00,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-3.07391882e-14,3.07682279e-14
21,1,78.75,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-2.80662165e-14,2.80980192e-14
22,1,82.50,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-2.94027023e-14,2.94633905e-14
23,1,86.25,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
24,1,90.00,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
25,1,93.75,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,2.67297298e-15,-3.07391882e-14,3.08841189e-14
26,1,97.50,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
27,1,101.25,3.75,1.00000000e+00,3.00000214e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
28,1,105.00,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
29,1,108.75,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-2.94027023e-14,2.94633905e-14
30,1,112.50,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.07391882e-14,3.07682279e-14
31,1,116.25,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
32,1,120.00,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-3.07391882e-14,3.07682279e-14
33,1,123.75,3.75,1.00000000e+00,3.00000214e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
34,1,127.50,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,6.68243244e-16,-3.07391882e-14,3.07464523e-14
35,1,131.25,3.75,1.00000000e+00,3.00000214e+02,0.00000000e+00,0.00000000e+00,-3.07391882e-14,3.07682279e-14
36,1,135.00,3.75,1.00000000e+00,3.00000214e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
37,1,138.75,3.75,1.00000000e+00,3.00000214e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
38,1,142.50,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
39,1,146.25,3.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
0,2,0.00,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.27439187e-14,3.27507356e-14
1,2,3.75,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,6.68243244e-16,-3.60851350e-14,3.60913217e-14
2,2,7.50,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.60851350e-14,3.60851350e-14
3,2,11.25,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-3.07391882e-14,3.07972438e-14
4,2,15.00,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,6.68243244e-16,-3.67533796e-14,3.67655261e-14
5,2,18.75,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,-6.68243244e-16,-3.67533796e-14,3.67655261e-14
6,2,22.50,7.50,1.00000000e+00,3.00000275e+02,0.00000000e+00,-6.68243244e-16,-3.67533796e-14,3.67655261e-14
7,2,26.25,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-3.60851350e-14,3.61346017e-14
8,2,30.00,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,6.68243244e-16,-3.34121633e-14,3.34188447e-14
9,2,33.75,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-3.54168904e-14,3.54483966e-14
10,2,37.50,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-3.27439187e-14,3.27779965e-14
11,2,41.25,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.94263513e-14,3.94320129e-14
12,2,45.00,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-3.47486491e-14,3.47743413e-14
13,2,48.75,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,-2.00472963e-15,-3.67533796e-14,3.68140780e-14
14,2,52.50,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.74216208e-14,3.74216208e-14
15,2,56.25,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.54168904e-14,3.54231957e-14
16,2,60.00,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,6.68243244e-16,-3.60851350e-14,3.60913217e-14
17,2,63.75,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.67533796e-14,3.67594545e-14
18,2,67.50,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.40804045e-14,3.40869538e-14
19,2,71.25,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,-6.68243244e-16,-3.60851350e-14,3.60913217e-14
20,2,75.00,7.50,1.00000000e+00,3.00000214e+02,0.00000000e+00,-1.33648649e-15,-3.47486491e-14,3.47743413e-14
21,2,78.75,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-3.20756740e-14,3.21035042e-14
22,2,82.50,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-3.40804045e-14,3.41131440e-14
23,2,86.25,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.47486491e-14,3.47743413e-14
24,2,90.00,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.74216208e-14,3.74216208e-14
25,2,93.75,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,-6.68243244e-16,-3.60851350e-14,3.60913217e-14
26,2,97.50,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.87581067e-14,3.87638665e-14
27,2,101.25,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-3.47486491e-14,3.47743413e-14
28,2,105.00,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-3.47486491e-14,3.47807618e-14
29,2,108.75,7.50,1.00000000e+00,3.00000214e+02,0.00000000e+00,-2.67297298e-15,-2.80662165e-14,2.83196420e-14
30,2,112.50,7.50,1.00000000e+00,3.00000275e+02,0.00000000e+00,1.33648649e-15,-2.73979736e-14,2.76332929e-14
31,2,116.25,7.50,1.00000000e+00,3.00000214e+02,0.00000000e+00,1.33648649e-15,-3.07391882e-14,3.07972438e-14
32,2,120.00,7.50,1.00000000e+00,3.00000275e+02,0.00000000e+00,0.00000000e+00,-3.34121633e-14,3.34121633e-14
33,2,123.75,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.47486491e-14,3.47486491e-14
34,2,127.50,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.40804045e-14,3.40869538e-14
35,2,131.25,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
36,2,135.00,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.60851350e-14,3.60851350e-14
37,2,138.75,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-3.74216208e-14,3.74454801e-14
38,2,142.50,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,-6.68243244e-16,-3.20756740e-14,3.21104600e-14
39,2,146.25,7.50,1.00000000e+00,3.00000244e+02,0.00000000e+00,6.68243244e-16,-3.47486491e-14,3.48128441e-14
0,3,0.00,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-1.47013512e-14,1.47619767e-14
1,3,3.75,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-1.73743246e-14,1.74256531e-14
2,3,7.50,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-2.00472980e-14,2.00917977e-14
3,3,11.25,11.25,1.00000000e+00,3.00000275e+02,0.00000000e+00,1.33648649e-15,-1.73743246e-14,1.74256531e-14
4,3,15.00,11.25,1.00000000e+00,3.00000275e+02,0.00000000e+00,1.33648649e-15,-1.60378370e-14,1.61488254e-14
5,3,18.75,11.25,1.00000000e+00,3.00000275e+02,0.00000000e+00,-1.33648649e-15,-1.60378370e-14,1.61488254e-14
6,3,22.50,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-1.33648653e-14,1.33648653e-14
7,3,26.25,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-1.47013512e-14,1.47619767e-14
8,3,30.00,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-1.60378370e-14,1.60378370e-14
9,3,33.75,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-1.60378370e-14,1.60378370e-14
10,3,37.50,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-1.20283786e-14,1.21024000e-14
11,3,41.25,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-1.33648653e-14,1.33648653e-14
12,3,45.00,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-1.73743246e-14,1.74256531e-14
13,3,48.75,11.25,1.00000000e+00,3.00000214e+02,0.00000000e+00,0.00000000e+00,-1.33648653e-14,1.33648653e-14
14,3,52.50,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-1.60378370e-14,1.60378370e-14
15,3,56.25,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,-2.67297298e-15,-1.73743246e-14,1.76294678e-14
16,3,60.00,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-1.33648653e-14,1.34978529e-14
17,3,63.75,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-1.26966215e-14,1.27141949e-14
18,3,67.50,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,2.00472963e-15,-1.73743246e-14,1.74895990e-14
19,3,71.25,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,2.00472963e-15,-1.20283786e-14,1.21942954e-14
20,3,75.00,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-2.07155409e-14,2.10257837e-14
21,3,78.75,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-1.87108104e-14,1.89007728e-14
22,3,82.50,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-1.73743246e-14,1.74256531e-14
23,3,86.25,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,-2.67297298e-15,-1.47013512e-14,1.50020241e-14
24,3,90.00,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-1.53695941e-14,1.53841139e-14
25,3,93.75,11.25,1.00000000e+00,3.00000214e+02,0.00000000e+00,0.00000000e+00,-1.60378370e-14,1.60378370e-14
26,3,97.50,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-1.33648653e-14,1.33648653e-14
27,3,101.25,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-1.60378370e-14,1.61488254e-14
28,3,105.00,11.25,1.00000000e+00,3.00000214e+02,0.00000000e+00,0.00000000e+00,-1.20283786e-14,1.20283786e-14
29,3,108.75,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-1.47013512e-14,1.47619767e-14
30,3,112.50,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-1.73743246e-14,1.74256531e-14
31,3,116.25,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-1.60378370e-14,1.61488254e-14
32,3,120.00,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-1.73743246e-14,1.74256531e-14
33,3,123.75,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-1.47013512e-14,1.50020241e-14
34,3,127.50,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-2.00472980e-14,2.00917977e-14
35,3,131.25,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-1.67060816e-14,1.70369276e-14
36,3,135.00,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-1.60378370e-14,1.61488254e-14
37,3,138.75,11.25,1.00000000e+00,3.00000275e+02,0.00000000e+00,-1.33648649e-15,-1.60378370e-14,1.61488254e-14
38,3,142.50,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-1.73743246e-14,1.74256531e-14
39,3,146.25,11.25,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-1.87108104e-14,1.88060322e-14
0,4,0.00,15.00,1.00000000e+00,3.00000214e+02,0.00000000e+00,-6.68243244e-16,-3.20756740e-14,3.21104600e-14
1,4,3.75,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.21035042e-14
2,4,7.50,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
3,4,11.25,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,-6.68243244e-16,-3.34121633e-14,3.34188447e-14
4,4,15.00,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-2.94027023e-14,2.94633905e-14
5,4,18.75,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,-2.00472963e-15,-3.07391882e-14,3.08334697e-14
6,4,22.50,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-2.94027023e-14,2.95012563e-14
7,4,26.25,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.34121633e-14,3.34121633e-14
8,4,30.00,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.34121633e-14,3.34121633e-14
9,4,33.75,15.00,1.00000000e+00,3.00000275e+02,0.00000000e+00,0.00000000e+00,-3.07391882e-14,3.07682279e-14
10,4,37.50,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,-6.68243244e-16,-2.94027023e-14,2.94178846e-14
11,4,41.25,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,-6.68243244e-16,-3.47486491e-14,3.47550730e-14
12,4,45.00,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,2.67297298e-15,-3.20756740e-14,3.21937911e-14
13,4,48.75,15.00,1.00000000e+00,3.00000214e+02,0.00000000e+00,-6.68243244e-16,-2.94027023e-14,2.94406460e-14
14,4,52.50,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,-6.68243244e-16,-3.20756740e-14,3.20826333e-14
15,4,56.25,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,-1.33648649e-15,-3.34121633e-14,3.34388821e-14
16,4,60.00,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
17,4,63.75,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,-6.68243244e-16,-3.07391882e-14,3.07754852e-14
18,4,67.50,15.00,1.00000000e+00,3.00000214e+02,0.00000000e+00,1.33648649e-15,-3.07391882e-14,3.07754852e-14
19,4,71.25,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,-6.68243244e-16,-3.07391882e-14,3.07754852e-14
20,4,75.00,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,-6.68243244e-16,-2.80662165e-14,2.81059643e-14
21,4,78.75,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,-3.34121633e-15,-3.34121633e-14,3.36053952e-14
22,4,82.50,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,1.33648649e-15,-3.07391882e-14,3.07972438e-14
23,4,86.25,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,6.68243244e-16,-3.07391882e-14,3.07537131e-14
24,4,90.00,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,2.00472963e-15,-3.20756740e-14,3.21382596e-14
25,4,93.75,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,6.68243244e-16,-3.47486491e-14,3.47550730e-14
26,4,97.50,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,-6.68243244e-16,-3.27439187e-14,3.27507356e-14
27,4,101.25,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,6.68243244e-16,-3.34121633e-14,3.34188447e-14
28,4,105.00,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,2.00472963e-15,-3.27439187e-14,3.28324438e-14
29,4,108.75,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,6.68243244e-16,-3.67533796e-14,3.67594545e-14
30,4,112.50,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
31,4,116.25,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.20756740e-14,3.20756740e-14
32,4,120.00,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,6.68243244e-16,-3.34121633e-14,3.34188447e-14
33,4,123.75,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.07391882e-14,3.07464523e-14
34,4,127.50,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.34121633e-14,3.34188447e-14
35,4,131.25,15.00,1.00000000e+00,3.00000214e+02,0.00000000e+00,6.68243244e-16,-3.07391882e-14,3.07754852e-14
36,4,135.00,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,6.68243244e-16,-3.20756740e-14,3.21452053e-14
37,4,138.75,15.00,1.00000000e+00,3.00000214e+02,0.00000000e+00,-2.00472963e-15,-3.07391882e-14,3.08044910e-14
38,4,142.50,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-3.47486491e-14,3.48064303e-14
39,4,146.25,15.00,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-2.87344611e-14,2.87655269e-14
0,5,0.00,18.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-2.80662165e-14,2.80980192e-14
1,5,3.75,18.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,-2.67297298e-15,-2.27202697e-14,2.29159682e-14
2,5,7.50,18.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-2.67297306e-14,2.68630468e-14
3,5,11.25,18.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-1.87108104e-14,1.89007728e-14
4,5,15.00,18.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,-6.68243244e-16,-1.73743246e-14,1.73871707e-14
5,5,18.75,18.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,0.00000000e+00,-2.47250002e-14,2.47340295e-14
6,5,22.50,18.75,1.00000000e+00,3.00000244e+02,0.00000000e+00,6.68243244e-16,-2.40567572e-14,2.40753123e-14
