X_um,Z_um,T_K
50.00,53.00,300.0
52.00,53.00,300.0
54.00,53.00,300.0
56.00,53.00,300.0
58.00,53.00,300.0
60.00,53.00,300.0
62.00,53.00,300.0
64.00,53.00,300.0
66.00,53.00,300.0
68.00,53.00,300.0
70.00,53.00,300.0
72.00,53.00,300.0
74.00,53.00,300.0
76.00,53.00,300.0
78.00,53.00,300.0
80.00,53.00,300.0
82.00,53.00,300.0
84.00,53.00,300.0
86.00,53.00,300.0
88.00,53.00,300.0
90.00,53.00,300.0
92.00,53.00,300.0
94.00,53.00,300.0
96.00,53.00,300.0
98.00,53.00,300.0
100.00,53.00,300.0
102.00,53.00,300.0
104.00,53.00,300.0
106.00,53.00,300.0
108.00,53.00,300.0
110.00,53.00,300.0
112.00,53.00,300.0
114.00,53.00,300.0
116.00,53.00,300.0
118.00,53.00,300.0
120.00,53.00,300.0
122.00,53.00,300.0
124.00,53.00,300.0
126.00,53.00,300.0
128.00,53.00,300.0
130.00,53.00,300.0
132.00,53.00,300.0
134.00,53.00,300.0
136.00,53.00,300.0
138.00,53.00,300.0
140.00,53.00,300.0
142.00,53.00,300.0
144.00,53.00,300.0
146.00,53.00,300.0
148.00,53.00,300.0
150.00,53.00,300.0
152.00,53.00,300.0
154.00,53.00,300.0
156.00,53.00,300.0
158.00,53.00,300.0
160.00,53.00,300.0
162.00,53.00,300.0
164.00,53.00,300.0
166.00,53.00,300.0
168.00,53.00,300.0
170.00,53.00,300.0
172.00,53.00,300.0
174.00,53.00,300.0
176.00,53.00,300.0
178.00,53.00,300.0
180.00,53.00,300.0
182.00,53.00,300.0
184.00,53.00,300.0
186.00,53.00,300.0
188.00,53.00,300.0
190.00,53.00,300.0
192.00,53.00,300.0
194.00,53.00,300.0
196.00,53.00,300.0
198.00,53.00,300.0
0.00,55.00,300.0
2.00,55.00,300.0
4.00,55.00,300.0
6.00,55.00,300.0
8.00,55.00,300.0
10.00,55.00,300.0
12.00,55.00,300.0
14.00,55.00,300.0
16.00,55.00,300.0
18.00,55.00,300.0
20.00,55.00,300.0
22.00,55.00,300.0
24.00,55.00,300.0
26.00,55.00,300.0
28.00,55.00,300.0
30.00,55.00,300.0
32.00,55.00,300.0
34.00,55.00,300.0
36.00,55.00,300.0
38.00,55.00,300.0
40.00,55.00,300.0
42.00,55.00,300.0
44.00,55.00,300.0
46.00,55.00,300.0
48.00,55.00,300.0
50.00,55.00,300.0
52.00,55.00,300.0
54.00,55.00,300.0
56.00,55.00,300.0
58.00,55.00,300.0
60.00,55.00,300.0
62.00,55.00,300.0
64.00,55.00,300.0
66.00,55.00,300.0
68.00,55.00,300.0
70.00,55.00,300.0
72.00,55.00,300.0
74.00,55.00,300.0
76.00,55.00,300.0
78.00,55.00,300.0
80.00,55.00,300.0
82.00,55.00,300.0
84.00,55.00,300.0
86.00,55.00,300.0
88.00,55.00,300.0
90.00,55.00,300.0
92.00,55.00,300.0
94.00,55.00,300.0
96.00,55.00,300.0
98.00,55.00,300.0
100.00,55.00,300.0
102.00,55.00,300.0
104.00,55.00,300.0
106.00,55.00,300.0
108.00,55.00,300.0
110.00,55.00,300.0
112.00,55.00,300.0
114.00,55.00,300.0
116.00,55.00,300.0
118.00,55.00,300.0
120.00,55.00,300.0
122.00,55.00,300.0
124.00,55.00,300.0
126.00,55.00,300.0
128.00,55.00,300.0
130.00,55.00,300.0
132.00,55.00,300.0
134.00,55.00,300.0
136.00,55.00,300.0
138.00,55.00,300.0
140.00,55.00,300.0
142.00,55.00,300.0
144.00,55.00,300.0
146.00,55.00,300.0
148.00,55.00,300.0
150.00,55.00,300.0
152.00,55.00,300.0
154.00,55.00,300.0
156.00,55.00,300.0
158.00,55.00,300.0
160.00,55.00,300.0
162.00,55.00,300.0
164.00,55.00,300.0
166.00,55.00,300.0
168.00,55.00,300.0
170.00,55.00,300.0
172.00,55.00,300.0
174.00,55.00,300.0
176.00,55.00,300.0
178.00,55.00,300.0
180.00,55.00,300.0
182.00,55.00,300.0
184.00,55.00,300.0
186.00,55.00,300.0
188.00,55.00,300.0
190.00,55.00,300.0
192.00,55.00,300.0
194.00,55.00,300.0
196.00,55.00,300.0
198.00,55.00,300.0
0.00,57.00,300.0
2.00,57.00,300.0
4.00,57.00,300.0
6.00,57.00,300.0
8.00,57.00,300.0
10.00,57.00,300.0
12.00,57.00,300.0
14.00,57.00,300.0
16.00,57.00,300.0
18.00,57.00,300.0
20.00,57.00,300.0
22.00,57.00,300.0
24.00,57.00,300.0
26.00,57.00,300.0
28.00,57.00,300.0
30.00,57.00,300.0
32.00,57.00,300.0
34.00,57.00,300.0
36.00,57.00,300.0
38.00,57.00,300.0
40.00,57.00,300.0
42.00,57.00,300.0
44.00,57.00,300.0
46.00,57.00,300.0
48.00,57.00,300.0
50.00,57.00,300.0
52.00,57.00,300.0
54.00,57.00,300.0
56.00,57.00,300.0
58.00,57.00,300.0
60.00,57.00,300.0
62.00,57.00,300.0
64.00,57.00,300.0
66.00,57.00,300.0
68.00,57.00,300.0
70.00,57.00,300.0
72.00,57.00,300.0
74.00,57.00,300.0
76.00,57.00,300.0
78.00,57.00,300.0
80.00,57.00,300.0
82.00,57.00,300.0
84.00,57.00,300.0
86.00,57.00,300.0
88.00,57.00,300.0
90.00,57.00,300.0
92.00,57.00,300.0
94.00,57.00,300.0
96.00,57.00,300.0
98.00,57.00,300.0
100.00,57.00,300.0
102.00,57.00,300.0
104.00,57.00,300.0
106.00,57.00,300.0
108.00,57.00,300.0
110.00,57.00,300.0
112.00,57.00,300.0
114.00,57.00,300.0
116.00,57.00,300.0
118.00,57.00,300.0
120.00,57.00,300.0
122.00,57.00,300.0
124.00,57.00,300.0
126.00,57.00,300.0
128.00,57.00,300.0
130.00,57.00,300.0
132.00,57.00,300.0
134.00,57.00,300.0
136.00,57.00,300.0
138.00,57.00,300.0
140.00,57.00,300.0
142.00,57.00,300.0
144.00,57.00,300.0
146.00,57.00,300.0
148.00,57.00,300.0
150.00,57.00,300.0
152.00,57.00,300.0
154.00,57.00,300.0
156.00,57.00,300.0
158.00,57.00,300.0
160.00,57.00,300.0
162.00,57.00,300.0
164.00,57.00,300.0
166.00,57.00,300.0
168.00,57.00,300.0
170.00,57.00,300.0
172.00,57.00,300.0
174.00,57.00,300.0
176.00,57.00,300.0
178.00,57.00,300.0
180.00,57.00,300.0
182.00,57.00,300.0
184.00,57.00,300.0
186.00,57.00,300.0
188.00,57.00,300.0
190.00,57.00,300.0
192.00,57.00,300.0
194.00,57.00,300.0
196.00,57.00,300.0
198.00,57.00,300.0
0.00,59.00,300.0
2.00,59.00,300.0
4.00,59.00,300.0
6.00,59.00,300.0
8.00,59.00,300.0
10.00,59.00,300.0
12.00,59.00,300.0
14.00,59.00,300.0
16.00,59.00,300.0
18.00,59.00,300.0
20.00,59.00,300.0
22.00,59.00,300.0
24.00,59.00,300.0
26.00,59.00,300.0
28.00,59.00,300.0
30.00,59.00,300.0
32.00,59.00,300.0
34.00,59.00,300.0
36.00,59.00,300.0
38.00,59.00,300.0
40.00,59.00,300.0
42.00,59.00,300.0
44.00,59.00,300.0
46.00,59.00,300.0
48.00,59.00,300.0
50.00,59.00,300.0
52.00,59.00,300.0
54.00,59.00,300.0
56.00,59.00,300.0
58.00,59.00,300.0
60.00,59.00,300.0
62.00,59.00,300.0
64.00,59.00,300.0
66.00,59.00,300.0
68.00,59.00,300.0
70.00,59.00,300.0
72.00,59.00,300.0
74.00,59.00,300.0
76.00,59.00,300.0
78.00,59.00,300.0
80.00,59.00,300.0
82.00,59.00,300.0
84.00,59.00,300.0
86.00,59.00,300.0
88.00,59.00,300.0
90.00,59.00,300.0
92.00,59.00,300.0
94.00,59.00,300.0
96.00,59.00,300.0
98.00,59.00,300.0
100.00,59.00,300.0
102.00,59.00,300.0
104.00,59.00,300.0
106.00,59.00,300.0
108.00,59.00,300.0
110.00,59.00,300.0
112.00,59.00,300.0
114.00,59.00,300.0
116.00,59.00,300.0
118.00,59.00,300.0
120.00,59.00,300.0
122.00,59.00,300.0
124.00,59.00,300.0
126.00,59.00,300.0
128.00,59.00,300.0
130.00,59.00,300.0
132.00,59.00,300.0
134.00,59.00,300.0
136.00,59.00,300.0
138.00,59.00,300.0
140.00,59.00,300.0
142.00,59.00,300.0
144.00,59.00,300.0
146.00,59.00,300.0
148.00,59.00,300.0
150.00,59.00,300.0
152.00,59.00,300.0
154.00,59.00,300.0
156.00,59.00,300.0
158.00,59.00,300.0
160.00,59.00,300.0
162.00,59.00,300.0
164.00,59.00,300.0
166.00,59.00,300.0
168.00,59.00,300.0
170.00,59.00,300.0
172.00,59.00,300.0
174.00,59.00,300.0
176.00,59.00,300.0
178.00,59.00,300.0
180.00,59.00,300.0
182.00,59.00,300.0
184.00,59.00,300.0
186.00,59.00,300.0
188.00,59.00,300.0
190.00,59.00,300.0
192.00,59.00,300.0
194.00,59.00,300.0
196.00,59.00,300.0
198.00,59.00,300.0
0.00,61.00,300.0
2.00,61.00,300.0
4.00,61.00,300.0
6.00,61.00,300.0
8.00,61.00,300.0
10.00,61.00,300.0
12.00,61.00,300.0
14.00,61.00,300.0
16.00,61.00,300.0
18.00,61.00,300.0
20.00,61.00,300.0
22.00,61.00,300.0
24.00,61.00,300.0
26.00,61.00,300.0
28.00,61.00,300.0
30.00,61.00,300.0
32.00,61.00,300.0
34.00,61.00,300.0
36.00,61.00,300.0
38.00,61.00,300.0
40.00,61.00,300.0
42.00,61.00,300.0
44.00,61.00,300.0
46.00,61.00,300.0
48.00,61.00,300.0
50.00,61.00,300.0
52.00,61.00,300.0
54.00,61.00,300.0
56.00,61.00,300.0
58.00,61.00,300.0
60.00,61.00,300.0
62.00,61.00,300.0
64.00,61.00,300.0
66.00,61.00,300.0
68.00,61.00,300.0
70.00,61.00,300.0
72.00,61.00,300.0
74.00,61.00,300.0
76.00,61.00,300.0
78.00,61.00,300.0
80.00,61.00,300.0
82.00,61.00,300.0
84.00,61.00,300.0
86.00,61.00,300.0
88.00,61.00,300.0
90.00,61.00,300.0
92.00,61.00,300.0
94.00,61.00,300.0
96.00,61.00,300.0
98.00,61.00,300.1
100.00,61.00,300.1
102.00,61.00,300.1
104.00,61.00,300.0
106.00,61.00,300.0
108.00,61.00,300.0
110.00,61.00,300.0
112.00,61.00,300.0
114.00,61.00,300.0
116.00,61.00,300.0
118.00,61.00,300.0
120.00,61.00,300.0
122.00,61.00,300.0
124.00,61.00,300.0
126.00,61.00,300.0
128.00,61.00,300.0
130.00,61.00,300.0
132.00,61.00,300.0
134.00,61.00,300.0
136.00,61.00,300.0
138.00,61.00,300.0
140.00,61.00,300.0
142.00,61.00,300.0
144.00,61.00,300.0
146.00,61.00,300.0
148.00,61.00,300.0
150.00,61.00,300.0
152.00,61.00,300.0
154.00,61.00,300.0
156.00,61.00,300.0
158.00,61.00,300.0
160.00,61.00,300.0
162.00,61.00,300.0
164.00,61.00,300.0
166.00,61.00,300.0
168.00,61.00,300.0
170.00,61.00,300.0
172.00,61.00,300.0
174.00,61.00,300.0
176.00,61.00,300.0
178.00,61.00,300.0
180.00,61.00,300.0
182.00,61.00,300.0
184.00,61.00,300.0
186.00,61.00,300.0
188.00,61.00,300.0
190.00,61.00,300.0
192.00,61.00,300.0
194.00,61.00,300.0
196.00,61.00,300.0
198.00,61.00,300.0
0.00,63.00,300.0
2.00,63.00,300.0
4.00,63.00,300.0
6.00,63.00,300.0
8.00,63.00,300.0
10.00,63.00,300.0
12.00,63.00,300.0
14.00,63.00,300.0
16.00,63.00,300.0
18.00,63.00,300.0
20.00,63.00,300.0
22.00,63.00,300.0
24.00,63.00,300.0
26.00,63.00,300.0
28.00,63.00,300.0
30.00,63.00,300.0
32.00,63.00,300.0
34.00,63.00,300.0
36.00,63.00,300.0
38.00,63.00,300.0
40.00,63.00,300.0
42.00,63.00,300.0
44.00,63.00,300.0
46.00,63.00,300.0
48.00,63.00,300.0
50.00,63.00,300.0
52.00,63.00,300.0
54.00,63.00,300.0
56.00,63.00,300.0
58.00,63.00,300.0
60.00,63.00,300.0
62.00,63.00,300.0
64.00,63.00,300.0
66.00,63.00,300.0
68.00,63.00,300.0
70.00,63.00,300.0
72.00,63.00,300.0
74.00,63.00,300.0
76.00,63.00,300.0
78.00,63.00,300.0
80.00,63.00,300.1
82.00,63.00,300.1
84.00,63.00,300.1
86.00,63.00,300.1
88.00,63.00,300.1
90.00,63.00,300.1
92.00,63.00,300.1
94.00,63.00,300.1
96.00,63.00,300.1
98.00,63.00,300.1
100.00,63.00,300.1
102.00,63.00,300.1
104.00,63.00,300.1
106.00,63.00,300.1
108.00,63.00,300.1
110.00,63.00,300.1
112.00,63.00,300.1
114.00,63.00,300.1
116.00,63.00,300.1
118.00,63.00,300.1
120.00,63.00,300.1
122.00,63.00,300.0
124.00,63.00,300.0
126.00,63.00,300.0
128.00,63.00,300.0
130.00,63.00,300.0
132.00,63.00,300.0
134.00,63.00,300.0
136.00,63.00,300.0
138.00,63.00,300.0
140.00,63.00,300.0
142.00,63.00,300.0
144.00,63.00,300.0
146.00,63.00,300.0
148.00,63.00,300.0
150.00,63.00,300.0
152.00,63.00,300.0
154.00,63.00,300.0
156.00,63.00,300.0
158.00,63.00,300.0
160.00,63.00,300.0
162.00,63.00,300.0
164.00,63.00,300.0
166.00,63.00,300.0
168.00,63.00,300.0
170.00,63.00,300.0
172.00,63.00,300.0
174.00,63.00,300.0
176.00,63.00,300.0
178.00,63.00,300.0
180.00,63.00,300.0
182.00,63.00,300.0
184.00,63.00,300.0
186.00,63.00,300.0
188.00,63.00,300.0
190.00,63.00,300.0
192.00,63.00,300.0
194.00,63.00,300.0
196.00,63.00,300.0
198.00,63.00,300.0
0.00,65.00,300.0
2.00,65.00,300.0
4.00,65.00,300.0
6.00,65.00,300.0
8.00,65.00,300.0
10.00,65.00,300.0
12.00,65.00,300.0
14.00,65.00,300.0
16.00,65.00,300.0
18.00,65.00,300.0
20.00,65.00,300.0
22.00,65.00,300.0
24.00,65.00,300.0
26.00,65.00,300.0
28.00,65.00,300.0
30.00,65.00,300.0
32.00,65.00,300.0
34.00,65.00,300.0
36.00,65.00,300.0
38.00,65.00,300.0
40.00,65.00,300.0
42.00,65.00,300.0
44.00,65.00,300.0
46.00,65.00,300.0
48.00,65.00,300.0
50.00,65.00,300.0
52.00,65.00,300.0
54.00,65.00,300.0
56.00,65.00,300.0
58.00,65.00,300.0
60.00,65.00,300.0
62.00,65.00,300.0
64.00,65.00,300.0
66.00,65.00,300.0
68.00,65.00,300.0
70.00,65.00,300.0
72.00,65.00,300.1
74.00,65.00,300.1
76.00,65.00,300.1
78.00,65.00,300.1
80.00,65.00,300.1
82.00,65.00,300.1
84.00,65.00,300.1
86.00,65.00,300.1
88.00,65.00,300.1
90.00,65.00,300.1
92.00,65.00,300.1
94.00,65.00,300.1
96.00,65.00,300.1
98.00,65.00,300.1
100.00,65.00,300.1
102.00,65.00,300.1
104.00,65.00,300.1
106.00,65.00,300.1
108.00,65.00,300.1
110.00,65.00,300.1
112.00,65.00,300.1
114.00,65.00,300.1
116.00,65.00,300.1
118.00,65.00,300.1
120.00,65.00,300.1
122.00,65.00,300.1
124.00,65.00,300.1
126.00,65.00,300.1
128.00,65.00,300.1
130.00,65.00,300.0
132.00,65.00,300.0
134.00,65.00,300.0
136.00,65.00,300.0
138.00,65.00,300.0
140.00,65.00,300.0
142.00,65.00,300.0
144.00,65.00,300.0
146.00,65.00,300.0
148.00,65.00,300.0
150.00,65.00,300.0
152.00,65.00,300.0
154.00,65.00,300.0
156.00,65.00,300.0
158.00,65.00,300.0
160.00,65.00,300.0
162.00,65.00,300.0
164.00,65.00,300.0
166.00,65.00,300.0
168.00,65.00,300.0
170.00,65.00,300.0
172.00,65.00,300.0
174.00,65.00,300.0
176.00,65.00,300.0
178.00,65.00,300.0
180.00,65.00,300.0
182.00,65.00,300.0
184.00,65.00,300.0
186.00,65.00,300.0
188.00,65.00,300.0
190.00,65.00,300.0
192.00,65.00,300.0
194.00,65.00,300.0
196.00,65.00,300.0
198.00,65.00,300.0
0.00,67.00,300.0
2.00,67.00,300.0
4.00,67.00,300.0
6.00,67.00,300.0
8.00,67.00,300.0
10.00,67.00,300.0
12.00,67.00,300.0
14.00,67.00,300.0
16.00,67.00,300.0
18.00,67.00,300.0
20.00,67.00,300.0
22.00,67.00,300.0
24.00,67.00,300.0
26.00,67.00,300.0
28.00,67.00,300.0
30.00,67.00,300.0
32.00,67.00,300.0
34.00,67.00,300.0
36.00,67.00,300.0
38.00,67.00,300.0
40.00,67.00,300.0
42.00,67.00,300.0
44.00,67.00,300.0
46.00,67.00,300.0
48.00,67.00,300.0
50.00,67.00,300.0
52.00,67.00,300.0
54.00,67.00,300.0
56.00,67.00,300.0
58.00,67.00,300.0
60.00,67.00,300.0
62.00,67.00,300.0
64.00,67.00,300.1
66.00,67.00,300.1
68.00,67.00,300.1
70.00,67.00,300.1
72.00,67.00,300.1
74.00,67.00,300.1
76.00,67.00,300.1
78.00,67.00,300.1
80.00,67.00,300.1
82.00,67.00,300.2
84.00,67.00,300.2
86.00,67.00,300.2
88.00,67.00,300.2
90.00,67.00,300.2
92.00,67.00,300.2
94.00,67.00,300.2
96.00,67.00,300.2
98.00,67.00,300.2
100.00,67.00,300.2
102.00,67.00,300.2
104.00,67.00,300.2
106.00,67.00,300.2
108.00,67.00,300.2
110.00,67.00,300.2
112.00,67.00,300.2
114.00,67.00,300.2
116.00,67.00,300.2
118.00,67.00,300.2
120.00,67.00,300.1
122.00,67.00,300.1
124.00,67.00,300.1
126.00,67.00,300.1
128.00,67.00,300.1
130.00,67.00,300.1
132.00,67.00,300.1
134.00,67.00,300.1
136.00,67.00,300.1
138.00,67.00,300.0
140.00,67.00,300.0
142.00,67.00,300.0
144.00,67.00,300.0
146.00,67.00,300.0
148.00,67.00,300.0
150.00,67.00,300.0
152.00,67.00,300.0
154.00,67.00,300.0
156.00,67.00,300.0
158.00,67.00,300.0
160.00,67.00,300.0
162.00,67.00,300.0
164.00,67.00,300.0
166.00,67.00,300.0
168.00,67.00,300.0
170.00,67.00,300.0
172.00,67.00,300.0
174.00,67.00,300.0
176.00,67.00,300.0
178.00,67.00,300.0
180.00,67.00,300.0
182.00,67.00,300.0
184.00,67.00,300.0
186.00,67.00,300.0
188.00,67.00,300.0
190.00,67.00,300.0
192.00,67.00,300.0
194.00,67.00,300.0
196.00,67.00,300.0
198.00,67.00,300.0
0.00,69.00,300.0
2.00,69.00,300.0
4.00,69.00,300.0
6.00,69.00,300.0
8.00,69.00,300.0
10.00,69.00,300.0
12.00,69.00,300.0
14.00,69.00,300.0
16.00,69.00,300.0
18.00,69.00,300.0
20.00,69.00,300.0
22.00,69.00,300.0
24.00,69.00,300.0
26.00,69.00,300.0
28.00,69.00,300.0
30.00,69.00,300.0
32.00,69.00,300.0
34.00,69.00,300.0
36.00,69.00,300.0
38.00,69.00,300.0
40.00,69.00,300.0
42.00,69.00,300.0
44.00,69.00,300.0
46.00,69.00,300.0
48.00,69.00,300.0
50.00,69.00,300.0
52.00,69.00,300.0
54.00,69.00,300.0
56.00,69.00,300.0
58.00,69.00,300.0
60.00,69.00,300.1
62.00,69.00,300.1
64.00,69.00,300.1
66.00,69.00,300.1
68.00,69.00,300.1
70.00,69.00,300.1
72.00,69.00,300.1
74.00,69.00,300.2
76.00,69.00,300.2
78.00,69.00,300.2
80.00,69.00,300.2
82.00,69.00,300.2
84.00,69.00,300.3
86.00,69.00,300.3
88.00,69.00,300.3
90.00,69.00,300.3
92.00,69.00,300.3
94.00,69.00,300.4
96.00,69.00,300.4
98.00,69.00,300.4
100.00,69.00,300.4
102.00,69.00,300.4
104.00,69.00,300.4
106.00,69.00,300.4
108.00,69.00,300.3
110.00,69.00,300.3
112.00,69.00,300.3
114.00,69.00,300.3
116.00,69.00,300.3
118.00,69.00,300.2
120.00,69.00,300.2
122.00,69.00,300.2
124.00,69.00,300.2
126.00,69.00,300.2
128.00,69.00,300.1
130.00,69.00,300.1
132.00,69.00,300.1
134.00,69.00,300.1
136.00,69.00,300.1
138.00,69.00,300.1
140.00,69.00,300.1
142.00,69.00,300.0
144.00,69.00,300.0
146.00,69.00,300.0
148.00,69.00,300.0
150.00,69.00,300.0
152.00,69.00,300.0
154.00,69.00,300.0
156.00,69.00,300.0
158.00,69.00,300.0
160.00,69.00,300.0
162.00,69.00,300.0
164.00,69.00,300.0
166.00,69.00,300.0
168.00,69.00,300.0
170.00,69.00,300.0
172.00,69.00,300.0
174.00,69.00,300.0
176.00,69.00,300.0
178.00,69.00,300.0
180.00,69.00,300.0
182.00,69.00,300.0
184.00,69.00,300.0
186.00,69.00,300.0
188.00,69.00,300.0
190.00,69.00,300.0
192.00,69.00,300.0
194.00,69.00,300.0
196.00,69.00,300.0
198.00,69.00,300.0
0.00,71.00,300.0
2.00,71.00,300.0
4.00,71.00,300.0
6.00,71.00,300.0
8.00,71.00,300.0
10.00,71.00,300.0
12.00,71.00,300.0
14.00,71.00,300.0
16.00,71.00,300.0
18.00,71.00,300.0
20.00,71.00,300.0
22.00,71.00,300.0
24.00,71.00,300.0
26.00,71.00,300.0
28.00,71.00,300.0
30.00,71.00,300.0
32.00,71.00,300.0
34.00,71.00,300.0
36.00,71.00,300.0
38.00,71.00,300.0
40.00,71.00,300.0
42.00,71.00,300.0
44.00,71.00,300.0
46.00,71.00,300.0
48.00,71.00,300.0
50.00,71.00,300.0
52.00,71.00,300.0
54.00,71.00,300.1
56.00,71.00,300.1
58.00,71.00,300.1
60.00,71.00,300.1
62.00,71.00,300.1
64.00,71.00,300.1
66.00,71.00,300.2
68.00,71.00,300.2
70.00,71.00,300.2
72.00,71.00,300.2
74.00,71.00,300.3
76.00,71.00,300.3
78.00,71.00,300.3
80.00,71.00,300.4
82.00,71.00,300.4
84.00,71.00,300.4
86.00,71.00,300.5
88.00,71.00,300.5
90.00,71.00,300.5
92.00,71.00,300.5
94.00,71.00,300.6
96.00,71.00,300.6
98.00,71.00,300.6
100.00,71.00,300.6
102.00,71.00,300.6
104.00,71.00,300.6
106.00,71.00,300.6
108.00,71.00,300.5
110.00,71.00,300.5
112.00,71.00,300.5
114.00,71.00,300.5
116.00,71.00,300.4
118.00,71.00,300.4
120.00,71.00,300.4
122.00,71.00,300.3
124.00,71.00,300.3
126.00,71.00,300.3
128.00,71.00,300.2
130.00,71.00,300.2
132.00,71.00,300.2
134.00,71.00,300.2
136.00,71.00,300.1
138.00,71.00,300.1
140.00,71.00,300.1
142.00,71.00,300.1
144.00,71.00,300.1
146.00,71.00,300.1
148.00,71.00,300.0
150.00,71.00,300.0
152.00,71.00,300.0
154.00,71.00,300.0
156.00,71.00,300.0
158.00,71.00,300.0
160.00,71.00,300.0
162.00,71.00,300.0
164.00,71.00,300.0
166.00,71.00,300.0
168.00,71.00,300.0
170.00,71.00,300.0
172.00,71.00,300.0
174.00,71.00,300.0
176.00,71.00,300.0
178.00,71.00,300.0
180.00,71.00,300.0
182.00,71.00,300.0
184.00,71.00,300.0
186.00,71.00,300.0
188.00,71.00,300.0
190.00,71.00,300.0
192.00,71.00,300.0
194.00,71.00,300.0
196.00,71.00,300.0
198.00,71.00,300.0
0.00,73.00,300.0
2.00,73.00,300.0
4.00,73.00,300.0
6.00,73.00,300.0
8.00,73.00,300.0
10.00,73.00,300.0
12.00,73.00,300.0
14.00,73.00,300.0
16.00,73.00,300.0
18.00,73.00,300.0
20.00,73.00,300.0
22.00,73.00,300.0
24.00,73.00,300.0
26.00,73.00,300.0
28.00,73.00,300.0
30.00,73.00,300.0
32.00,73.00,300.0
34.00,73.00,300.0
36.00,73.00,300.0
38.00,73.00,300.0
40.00,73.00,300.0
42.00,73.00,300.0
44.00,73.00,300.0
46.00,73.00,300.0
48.00,73.00,300.0
50.00,73.00,300.1
52.00,73.00,300.1
54.00,73.00,300.1
56.00,73.00,300.1
58.00,73.00,300.1
60.00,73.00,300.1
62.00,73.00,300.2
64.00,73.00,300.2
66.00,73.00,300.2
68.00,73.00,300.3
70.00,73.00,300.3
72.00,73.00,300.4
74.00,73.00,300.4
76.00,73.00,300.5
78.00,73.00,300.5
80.00,73.00,300.6
82.00,73.00,300.6
84.00,73.00,300.7
86.00,73.00,300.7
88.00,73.00,300.8
90.00,73.00,300.8
92.00,73.00,300.9
94.00,73.00,300.9
96.00,73.00,300.9
98.00,73.00,300.9
100.00,73.00,301.0
102.00,73.00,300.9
104.00,73.00,300.9
106.00,73.00,300.9
108.00,73.00,300.9
110.00,73.00,300.8
112.00,73.00,300.8
114.00,73.00,300.7
116.00,73.00,300.7
118.00,73.00,300.6
120.00,73.00,300.6
122.00,73.00,300.5
124.00,73.00,300.5
126.00,73.00,300.4
